"","site_key","longitude_decimal_degrees","latitude_decimal_degrees","location_accuracy_min","location_accuracy_max","hzn_top","hzn_bot","hzn_desgn","db","w3cld","w15l2","tex_psda","clay_tot_psa","silt_tot_psa","sand_tot_psa","oc_v","ph_h2o_v","ksat_lab","ksat_field","source_db","location_id","hzn_depth"
"19654","Grunwald_2020",-82.1505558,28.85998112,0,100,13,23,NA,1.36,10.7576,1.7952,"sand",0.3,2.6,97.1,0.94,4.4,532.8,NA,"Florida_ksat_data","ID_-82.15056_28.85998",18
"19655","Grunwald_2020",-82.1505558,28.85998112,0,100,23,43,NA,1.55,6.851,0.403,"sand",1.6,1.3,97.1,0.14,4.7,321.6,NA,"Florida_ksat_data","ID_-82.15056_28.85998",33
"19656","Grunwald_2020",-82.1505558,28.85998112,0,100,43,79,NA,1.61,4.5402,1.0626,"sand",0.9,2.1,97,0.11,4.9,520.8,NA,"Florida_ksat_data","ID_-82.15056_28.85998",61
"19657","Grunwald_2020",-82.1505558,28.85998112,0,100,79,96,NA,1.58,20.5558,3.2706,"sand",2,3.5,94.5,1.8,4.4,43.44,NA,"Florida_ksat_data","ID_-82.15056_28.85998",87.5
"19658","Grunwald_2020",-82.1505558,28.85998112,0,100,96,122,NA,1.57,10.8016,2.8574,"sand",3.2,2.4,94.4,1.31,4.8,226.08,NA,"Florida_ksat_data","ID_-82.15056_28.85998",109
"19659","Grunwald_2020",-82.1505558,28.85998112,0,100,122,178,NA,1.47,39.0579,21.4326,"sandy clay loam",32.9,5.4,61.7,0.45,5,147.36,NA,"Florida_ksat_data","ID_-82.15056_28.85998",150
"19660","Grunwald_2020",-82.1505558,28.85998112,0,100,178,203,NA,1.64,33.9316,20.0408,"sandy clay loam",27.8,4,68.2,0.4,5.2,0.24,NA,"Florida_ksat_data","ID_-82.15056_28.85998",190.5
"19661","Grunwald_2020",-82.13267614,28.85168818,0,100,0,15,NA,1.27,15.3543,4.572,"sand",1.8,0.8,97.4,4.23,4.7,639.6,NA,"Florida_ksat_data","ID_-82.13268_28.85169",7.5
"19662","Grunwald_2020",-82.13267614,28.85168818,0,100,15,30,NA,1.46,6.5846,1.3724,"sand",1.1,1.9,97,0.52,4.8,640.8,NA,"Florida_ksat_data","ID_-82.13268_28.85169",22.5
"19663","Grunwald_2020",-82.13267614,28.85168818,0,100,30,64,NA,1.56,4.758,0.9204,"sand",1,2.2,96.8,0.22,4.9,432,NA,"Florida_ksat_data","ID_-82.13268_28.85169",47
"19664","Grunwald_2020",-82.13267614,28.85168818,0,100,64,79,NA,1.34,26.7598,5.0384,"sand",1.7,2.3,96,3.22,4,669.6,NA,"Florida_ksat_data","ID_-82.13268_28.85169",71.5
"19665","Grunwald_2020",-82.13267614,28.85168818,0,100,79,102,NA,1.48,17.5084,3.2116,"sand",4.3,3.3,92.4,1.87,4.2,244.32,NA,"Florida_ksat_data","ID_-82.13268_28.85169",90.5
"19666","Grunwald_2020",-82.13267614,28.85168818,0,100,102,130,NA,1.55,7.874,1.1005,"sand",2.4,2.1,95.5,0.32,4.7,164.16,NA,"Florida_ksat_data","ID_-82.13268_28.85169",116
"19667","Grunwald_2020",-82.17097414,28.86276549,0,100,0,15,NA,1.47,9.7167,2.5872,"sand",2.1,4.7,93.2,1.16,5,278.4,NA,"Florida_ksat_data","ID_-82.17097_28.86277",7.5
"19668","Grunwald_2020",-82.17097414,28.86276549,0,100,15,25,NA,1.67,6.6967,1.1356,"sand",1.8,4.5,93.7,0.37,5.4,134.16,NA,"Florida_ksat_data","ID_-82.17097_28.86277",20
"19669","Grunwald_2020",-82.17097414,28.86276549,0,100,25,41,NA,1.67,6.0621,1.2191,"sand",2.6,3.9,93.5,0.21,5.6,162.96,NA,"Florida_ksat_data","ID_-82.17097_28.86277",33
"19670","Grunwald_2020",-82.17097414,28.86276549,0,100,41,61,NA,1.79,30.1078,20.5134,"sandy clay loam",30,6.2,63.8,0.59,6,4.8,NA,"Florida_ksat_data","ID_-82.17097_28.86277",51
"19671","Grunwald_2020",-82.17097414,28.86276549,0,100,61,76,NA,1.16,52.4204,30.9836,"clay",49.8,21.8,28.4,0.71,7.6,0.24,NA,"Florida_ksat_data","ID_-82.17097_28.86277",68.5
"19672","Grunwald_2020",-82.17097414,28.86276549,0,100,76,109,NA,1.56,35.6148,21.996,"clay",47.9,13.7,38.4,0.26,8.3,3.84,NA,"Florida_ksat_data","ID_-82.17097_28.86277",92.5
"19673","Grunwald_2020",-82.17097414,28.86276549,0,100,109,142,NA,1.44,40.5648,28.5552,"clay loam",37.1,23.1,39.8,0.17,8,5.76,NA,"Florida_ksat_data","ID_-82.17097_28.86277",125.5
"19674","Grunwald_2020",-82.14044697,28.6935585,0,100,0,13,NA,1.38,8.7354,2.8566,"sand",1.5,2,96.5,0.99,5.9,662.4,NA,"Florida_ksat_data","ID_-82.14045_28.69356",6.5
"19675","Grunwald_2020",-82.14044697,28.6935585,0,100,13,23,NA,1.45,5.5245,1.682,"sand",1.8,2.8,95.4,0.45,5.8,930,NA,"Florida_ksat_data","ID_-82.14045_28.69356",18
"19676","Grunwald_2020",-82.14044697,28.6935585,0,100,23,43,NA,1.48,4.0996,1.258,"sand",2.1,2.1,95.8,0.22,5.7,962.4,NA,"Florida_ksat_data","ID_-82.14045_28.69356",33
"19677","Grunwald_2020",-82.14044697,28.6935585,0,100,43,74,NA,1.55,4.3865,0.8525,"sand",1.9,1.8,96.3,0.16,5.8,726,NA,"Florida_ksat_data","ID_-82.14045_28.69356",58.5
"19678","Grunwald_2020",-82.09235818,28.79075218,0,100,0,15,NA,1.25,18.5375,3.775,"sand",1.2,2.5,96.3,4.11,4,567.6,NA,"Florida_ksat_data","ID_-82.09236_28.79075",7.5
"19679","Grunwald_2020",-82.09235818,28.79075218,0,100,15,25,NA,1.56,5.1636,0.3432,"sand",1,2.1,96.9,0.45,4.5,560.4,NA,"Florida_ksat_data","ID_-82.09236_28.79075",20
"19680","Grunwald_2020",-82.09235818,28.79075218,0,100,25,43,NA,1.57,8.6664,0.1413,"sand",0.8,2,97.2,0.21,4.7,496.8,NA,"Florida_ksat_data","ID_-82.09236_28.79075",34
"19681","Grunwald_2020",-82.09235818,28.79075218,0,100,43,81,NA,1.57,5.1496,0.4553,"sand",0.5,2.4,97.1,0.2,5,978,NA,"Florida_ksat_data","ID_-82.09236_28.79075",62
"19682","Grunwald_2020",-82.09235818,28.79075218,0,100,81,104,NA,1.37,27.948,3.8497,"sand",2.4,2.9,94.7,2.06,4.4,836.4,NA,"Florida_ksat_data","ID_-82.09236_28.79075",92.5
"19683","Grunwald_2020",-82.09235818,28.79075218,0,100,104,119,NA,1.53,18.0693,3.8862,"sand",5.7,3.9,90.4,1.16,4.7,90.24,NA,"Florida_ksat_data","ID_-82.09236_28.79075",111.5
"19684","Grunwald_2020",-82.09235818,28.79075218,0,100,119,145,NA,1.47,29.4294,9.6726,"sandy loam",16.9,3.7,79.4,1,4.9,442.32,NA,"Florida_ksat_data","ID_-82.09236_28.79075",132
"19685","Grunwald_2020",-82.09235818,28.79075218,0,100,145,203,NA,1.64,25.0592,8.0032,"sand",4,1.5,94.5,0.41,5,2.16,NA,"Florida_ksat_data","ID_-82.09236_28.79075",174
"19686","Grunwald_2020",-82.06222365,28.78597538,0,100,0,18,NA,1.57,29.4689,14.4283,"sandy clay loam",21.6,11.1,67.3,1.96,7.5,0.48,NA,"Florida_ksat_data","ID_-82.06222_28.78598",9
"19687","Grunwald_2020",-82.06222365,28.78597538,0,100,18,25,NA,1.47,33.7365,15.7584,"sandy clay loam",30.1,11.7,58.2,0.82,7.7,2.16,NA,"Florida_ksat_data","ID_-82.06222_28.78598",21.5
"19688","Grunwald_2020",-82.06222365,28.78597538,0,100,25,36,NA,1.38,43.0008,21.1416,"sandy clay loam",34.1,10.9,55,0.6,7.8,0.48,NA,"Florida_ksat_data","ID_-82.06222_28.78598",30.5
"19689","Grunwald_2020",-82.06222365,28.78597538,0,100,36,56,NA,1.02,47.0118,19.7676,"clay loam",29.9,32.1,38,0.89,7.8,4.56,NA,"Florida_ksat_data","ID_-82.06222_28.78598",46
"19690","Grunwald_2020",-82.06222365,28.78597538,0,100,56,127,NA,0.96,48.8832,20.0256,"loam",19.9,33.5,46.6,0.34,8.1,6.48,NA,"Florida_ksat_data","ID_-82.06222_28.78598",91.5
"19691","Grunwald_2020",-82.06222365,28.78597538,0,100,127,203,NA,1.41,15.933,5.781,"sand",2.2,1.5,96.3,0.01,8.6,201.6,NA,"Florida_ksat_data","ID_-82.06222_28.78598",165
"19692","Grunwald_2020",-82.01657081,28.6531815,0,100,0,15,NA,1.18,10.9032,3.0562,"sand",1,6.2,92.8,1.5,6.7,1372.8,NA,"Florida_ksat_data","ID_-82.01657_28.65318",7.5
"19693","Grunwald_2020",-82.01657081,28.6531815,0,100,15,36,NA,1.54,4.0502,0.9086,"sand",1.6,3.3,95.1,0.11,7,410.4,NA,"Florida_ksat_data","ID_-82.01657_28.65318",25.5
"19694","Grunwald_2020",-82.01657081,28.6531815,0,100,36,71,NA,1.63,3.3252,0.6031,"sand",1.7,3.7,94.6,0.02,6.9,247.2,NA,"Florida_ksat_data","ID_-82.01657_28.65318",53.5
"19695","Grunwald_2020",-82.01657081,28.6531815,0,100,71,96,NA,1.72,28.6036,14.018,"sandy clay loam",23.3,5.5,71.2,0.01,6.8,3.84,NA,"Florida_ksat_data","ID_-82.01657_28.65318",83.5
"19696","Grunwald_2020",-82.01657081,28.6531815,0,100,96,147,NA,1.62,33.8256,21.6756,"sandy clay loam",29.2,9.3,61.5,0.09,6.7,16.8,NA,"Florida_ksat_data","ID_-82.01657_28.65318",121.5
"19697","Grunwald_2020",-82.01657081,28.6531815,0,100,147,203,NA,1.7,31.467,19.159,"sandy clay loam",27.4,7.6,65,0.09,6.6,1.68,NA,"Florida_ksat_data","ID_-82.01657_28.65318",175
"19698","Grunwald_2020",-82.04234537,28.94985796,0,100,0,23,NA,1.43,11.2255,4.6618,"sand",4.3,2.2,93.5,0.93,6.5,844.8,NA,"Florida_ksat_data","ID_-82.04235_28.94986",11.5
"19699","Grunwald_2020",-82.04234537,28.94985796,0,100,23,56,NA,1.54,8.6856,4.1118,"sand",5.3,3.9,90.8,0.34,6.3,441.6,NA,"Florida_ksat_data","ID_-82.04235_28.94986",39.5
"19700","Grunwald_2020",-82.04234537,28.94985796,0,100,56,94,NA,1.5,6.72,3.285,"sand",7.3,2.9,89.8,0.17,5.8,999.6,NA,"Florida_ksat_data","ID_-82.04235_28.94986",75
"19701","Grunwald_2020",-82.04234537,28.94985796,0,100,94,143,NA,1.54,9.6558,4.9896,"loamy sand",10.1,2.7,87.2,0.1,5.6,448.8,NA,"Florida_ksat_data","ID_-82.04235_28.94986",118.5
"19702","Grunwald_2020",-82.04234537,28.94985796,0,100,145,160,NA,1.61,17.71,9.1609,"sandy loam",17.4,3.5,79.1,0.12,5.6,78.96,NA,"Florida_ksat_data","ID_-82.04235_28.94986",152.5
"19703","Grunwald_2020",-82.04234537,28.94985796,0,100,160,203,NA,1.61,27.7242,16.5669,"sandy clay loam",26.3,5.6,68.1,0.07,5.2,27.36,NA,"Florida_ksat_data","ID_-82.04235_28.94986",181.5
"19704","Grunwald_2020",-82.03872091,28.93340179,0,100,0,22,NA,1.43,9.2807,3.3319,"sand",3.3,1.8,94.9,1.09,5.1,1293.6,NA,"Florida_ksat_data","ID_-82.03872_28.9334",11
"19705","Grunwald_2020",-82.03872091,28.93340179,0,100,22,58,NA,1.44,7.4304,3.1104,"sand",4.2,3,92.8,0.26,5.1,1278,NA,"Florida_ksat_data","ID_-82.03872_28.9334",40
"19706","Grunwald_2020",-82.03872091,28.93340179,0,100,58,99,NA,1.5,5.985,2.82,"sand",4.4,2.5,93.1,0.15,5.3,1546.8,NA,"Florida_ksat_data","ID_-82.03872_28.9334",78.5
"19707","Grunwald_2020",-82.03872091,28.93340179,0,100,99,160,NA,1.56,7.0824,3.042,"sand",5,2.4,92.6,0.07,5.3,1183.2,NA,"Florida_ksat_data","ID_-82.03872_28.9334",129.5
"19708","Grunwald_2020",-82.03872091,28.93340179,0,100,160,203,NA,1.57,6.5312,2.6847,"sand",4.4,1.9,93.7,0.05,5.2,1152,NA,"Florida_ksat_data","ID_-82.03872_28.9334",181.5
"19709","Grunwald_2020",-82.05621574,28.66882754,0,100,0,25,NA,1.57,11.2726,2.5591,"sand",3.9,2.1,94,0.9,5.3,489.6,NA,"Florida_ksat_data","ID_-82.05622_28.66883",12.5
"19710","Grunwald_2020",-82.05621574,28.66882754,0,100,25,51,NA,1.47,7.7616,2.3226,"sand",2.6,4.1,93.3,0.57,5.2,1152,NA,"Florida_ksat_data","ID_-82.05622_28.66883",38
"19711","Grunwald_2020",-82.05621574,28.66882754,0,100,51,84,NA,1.46,6.7598,2.19,"sand",2.8,3.5,93.7,0.23,4.8,1640.4,NA,"Florida_ksat_data","ID_-82.05622_28.66883",67.5
"19712","Grunwald_2020",-82.05621574,28.66882754,0,100,84,104,NA,1.51,6.2967,2.0687,"sand",2.8,3.5,93.7,0.18,4.9,1562.4,NA,"Florida_ksat_data","ID_-82.05622_28.66883",94
"19713","Grunwald_2020",-82.05621574,28.66882754,0,100,104,183,NA,1.6,5.84,1.792,"sand",2.5,3.2,94.3,0.07,4.7,1072.8,NA,"Florida_ksat_data","ID_-82.05622_28.66883",143.5
"19714","Grunwald_2020",-82.05621574,28.66882754,0,100,183,203,NA,1.59,6.5508,1.4151,"sand",1.8,3.6,94.6,0.06,4.7,962.4,NA,"Florida_ksat_data","ID_-82.05622_28.66883",193
"19715","Grunwald_2020",-82.89669929,30.31286875,0,100,0,28,NA,1.53,6.8544,3.825,"sand",3,3.9,93.1,0.7,6.1,794.4,NA,"Florida_ksat_data","ID_-82.8967_30.31287",14
"19716","Grunwald_2020",-82.89669929,30.31286875,0,100,28,76,NA,1.55,4.898,3.255,"sand",3.8,2.7,93.5,0.19,6.1,703.2,NA,"Florida_ksat_data","ID_-82.8967_30.31287",52
"19717","Grunwald_2020",-82.89669929,30.31286875,0,100,76,119,NA,1.55,4.588,2.945,"sand",3.5,3.4,93.1,0.06,5.7,847.2,NA,"Florida_ksat_data","ID_-82.8967_30.31287",97.5
"19718","Grunwald_2020",-82.89669929,30.31286875,0,100,119,203,NA,1.54,2.8644,1.848,"sand",3.2,2.6,94.2,0.03,5.6,967.2,NA,"Florida_ksat_data","ID_-82.8967_30.31287",161
"19719","Grunwald_2020",-82.89669929,30.31286875,0,100,203,254,NA,1.49,2.2648,0.894,"sand",1.5,1.6,96.9,0.01,5.9,782.4,NA,"Florida_ksat_data","ID_-82.8967_30.31287",228.5
"19720","Grunwald_2020",-83.3425,29.75832999,0,100,0,23,NA,1.36,6.7456,1.9992,"sand",2.2,0.9,96.9,0.76,5.1,1083.6,NA,"Florida_ksat_data","ID_-83.3425_29.75833",11.5
"19721","Grunwald_2020",-83.3425,29.75832999,0,100,23,58,NA,1.58,3.239,1.0428,"sand",1.4,1.7,96.9,0.15,5.6,909.6,NA,"Florida_ksat_data","ID_-83.3425_29.75833",40.5
"19722","Grunwald_2020",-83.3425,29.75832999,0,100,58,69,NA,1.69,16.055,9.6161,"sandy loam",14.4,6.6,79,0.35,6.8,41.04,NA,"Florida_ksat_data","ID_-83.3425_29.75833",63.5
"19723","Grunwald_2020",-83.3675,29.77277999,0,100,0,18,NA,1.37,5.8362,1.4933,"sand",1.7,1.4,96.8,0.91,4.9,715.2,NA,"Florida_ksat_data","ID_-83.3675_29.77278",9
"19724","Grunwald_2020",-83.3675,29.77277999,0,100,18,61,NA,1.64,3.772,0.7052,"sand",1,1.2,97.8,0.12,5.4,547.2,NA,"Florida_ksat_data","ID_-83.3675_29.77278",39.5
"19725","Grunwald_2020",-83.3675,29.77277999,0,100,61,132,NA,1.63,2.9992,0.3097,"sand",0.8,1.5,97.7,0.02,5.6,709.2,NA,"Florida_ksat_data","ID_-83.3675_29.77278",96.5
"19726","Grunwald_2020",-83.3675,29.77277999,0,100,132,165,NA,1.7,16.643,8.687,"sandy loam",18.2,2,79.8,NA,6.3,9.84,NA,"Florida_ksat_data","ID_-83.3675_29.77278",148.5
"19727","Grunwald_2020",-83.34,29.76971999,0,100,0,20,NA,1.33,7.1421,1.8487,"sand",1.9,1.5,96.6,1.26,5.3,920.4,NA,"Florida_ksat_data","ID_-83.34_29.76972",10
"19728","Grunwald_2020",-83.34,29.76971999,0,100,20,48,NA,1.53,5.5386,1.7595,"sand",2.3,2,95.7,0.22,5.4,684,NA,"Florida_ksat_data","ID_-83.34_29.76972",34
"19729","Grunwald_2020",-83.34,29.76971999,0,100,48,91,NA,1.58,2.9388,0.4108,"sand",1.5,2,96.5,0.16,5.5,846,NA,"Florida_ksat_data","ID_-83.34_29.76972",69.5
"19730","Grunwald_2020",-83.34,29.76971999,0,100,91,130,NA,1.62,3.2076,0.81,"sand",2.2,1.2,96.6,0.21,5.6,625.2,NA,"Florida_ksat_data","ID_-83.34_29.76972",110.5
"19731","Grunwald_2020",-83.34,29.76971999,0,100,130,163,NA,1.72,11.0252,5.6072,"loamy sand",10.8,2,87.2,NA,6.1,36.24,NA,"Florida_ksat_data","ID_-83.34_29.76972",146.5
"19732","Grunwald_2020",-83.34972,29.74360999,0,100,0,18,NA,1.44,5.6736,1.0368,"sand",1.1,2.8,96,0.5,5.2,856.8,NA,"Florida_ksat_data","ID_-83.34972_29.74361",9
"19733","Grunwald_2020",-83.34972,29.74360999,0,100,18,51,NA,1.62,4.0176,0.729,"sand",1.9,2.8,95.3,0.17,5.5,768,NA,"Florida_ksat_data","ID_-83.34972_29.74361",34.5
"19734","Grunwald_2020",-83.34972,29.74360999,0,100,51,71,NA,1.66,4.2994,1.4608,"sand",3.1,1.7,95.2,0.19,5.4,578.4,NA,"Florida_ksat_data","ID_-83.34972_29.74361",61
"19735","Grunwald_2020",-83.34972,29.74360999,0,100,71,91,NA,1.71,15.1164,8.0541,"sandy clay loam",20.3,4.3,75.4,0.38,5.9,40.8,NA,"Florida_ksat_data","ID_-83.34972_29.74361",81
"19736","Grunwald_2020",-83.43472,29.88388999,0,100,0,15,NA,1.31,9.825,3.4584,"sand",1.3,1.5,97.2,2.44,3.8,894,NA,"Florida_ksat_data","ID_-83.43472_29.88389",7.5
"19737","Grunwald_2020",-83.43472,29.88388999,0,100,15,51,NA,1.53,4.6818,0.7497,"sand",1,1.6,97.4,0.28,4.4,715.2,NA,"Florida_ksat_data","ID_-83.43472_29.88389",33
"19738","Grunwald_2020",-83.43472,29.88388999,0,100,51,66,NA,1.41,14.6781,4.089,"sand",4.1,4.5,91.4,2.17,3.9,604.8,NA,"Florida_ksat_data","ID_-83.43472_29.88389",58.5
"19739","Grunwald_2020",-83.43472,29.88388999,0,100,66,76,NA,1.62,11.2428,3.2238,"sand",3.6,4.1,92.3,1.12,4.3,195.6,NA,"Florida_ksat_data","ID_-83.43472_29.88389",71
"19740","Grunwald_2020",-83.43472,29.88388999,0,100,76,132,NA,1.7,4.896,2.125,"sand",2.4,3.1,94.5,0.74,4.3,325.2,NA,"Florida_ksat_data","ID_-83.43472_29.88389",104
"19741","Grunwald_2020",-83.43472,29.88388999,0,100,132,203,NA,1.26,43.4448,22.4154,"sandy clay loam",33.3,5.1,61.6,0.4,5.7,30.24,NA,"Florida_ksat_data","ID_-83.43472_29.88389",167.5
"19742","Grunwald_2020",-83.41833,29.86666999,0,100,0,15,NA,1.16,13.8736,5.0576,"sand",0.9,1.2,97.9,1.98,3.9,1885.2,NA,"Florida_ksat_data","ID_-83.41833_29.86667",7.5
"19743","Grunwald_2020",-83.41833,29.86666999,0,100,15,28,NA,1.64,4.4444,0.574,"sand",0.4,2.3,97.3,0.4,4.2,445.2,NA,"Florida_ksat_data","ID_-83.41833_29.86667",21.5
"19744","Grunwald_2020",-83.41833,29.86666999,0,100,28,64,NA,1.64,3.4276,0.3608,"sand",0.8,2.2,97,0.17,4.6,468,NA,"Florida_ksat_data","ID_-83.41833_29.86667",46
"19745","Grunwald_2020",-83.41833,29.86666999,0,100,64,76,NA,1.56,11.3256,2.73,"sand",1.8,5.8,92.4,1.67,4.1,652.8,NA,"Florida_ksat_data","ID_-83.41833_29.86667",70
"19746","Grunwald_2020",-83.41833,29.86666999,0,100,76,86,NA,1.63,9.0139,2.1353,"sand",1.2,5.4,93.4,1.73,4.1,441.6,NA,"Florida_ksat_data","ID_-83.41833_29.86667",81
"19747","Grunwald_2020",-83.41833,29.86666999,0,100,86,142,NA,1.65,6.1545,1.155,"sand",1.8,3.7,94.5,0.45,4.4,426,NA,"Florida_ksat_data","ID_-83.41833_29.86667",114
"19748","Grunwald_2020",-83.41833,29.86666999,0,100,142,203,NA,1.76,3.9776,0.6512,"sand",0.9,2.7,96.4,0.26,4.8,556.08,NA,"Florida_ksat_data","ID_-83.41833_29.86667",172.5
"19749","Grunwald_2020",-83.43444,29.88749999,0,100,0,13,NA,1.4,8.708,1.96,"sand",2.6,2.1,95.3,1.39,4.8,1041.6,NA,"Florida_ksat_data","ID_-83.43444_29.8875",6.5
"19750","Grunwald_2020",-83.43444,29.88749999,0,100,13,46,NA,1.55,6.2465,1.3485,"sand",2.8,2.4,94.8,0.6,4.8,884.4,NA,"Florida_ksat_data","ID_-83.43444_29.8875",29.5
"19751","Grunwald_2020",-83.43444,29.88749999,0,100,46,64,NA,1.62,4.6656,1.134,"sand",2.6,1.2,96.2,0.24,4.9,1104,NA,"Florida_ksat_data","ID_-83.43444_29.8875",55
"19752","Grunwald_2020",-83.43444,29.88749999,0,100,64,127,NA,1.7,3.825,0.816,"sand",2.2,1,96.8,0.12,4.8,994.8,NA,"Florida_ksat_data","ID_-83.43444_29.8875",95.5
"19753","Grunwald_2020",-83.43444,29.88749999,0,100,127,203,NA,1.68,2.7048,0.336,"sand",1,0.8,98.2,0.06,5.1,867.6,NA,"Florida_ksat_data","ID_-83.43444_29.8875",165
"19754","Grunwald_2020",-83.4275,29.83805999,0,100,0,15,NA,1.61,6.5688,1.7227,"sand",1.1,2,96.9,1.76,3.9,567.6,NA,"Florida_ksat_data","ID_-83.4275_29.83806",7.5
"19755","Grunwald_2020",-83.4275,29.83805999,0,100,15,64,NA,1.66,4.2496,0.83,"sand",1.1,2,96.9,0.12,4.4,450,NA,"Florida_ksat_data","ID_-83.4275_29.83806",39.5
"19756","Grunwald_2020",-83.4275,29.83805999,0,100,64,74,NA,1.6,15.2,2.944,"sand",1.4,4.4,94.2,1.07,4,436.32,NA,"Florida_ksat_data","ID_-83.4275_29.83806",69
"19757","Grunwald_2020",-83.4275,29.83805999,0,100,74,104,NA,1.65,10.1805,1.6005,"sand",2.8,3,94.2,0.89,4.1,472.8,NA,"Florida_ksat_data","ID_-83.4275_29.83806",89
"19758","Grunwald_2020",-83.4275,29.83805999,0,100,104,112,NA,1.71,7.182,1.026,"sand",1.8,3.4,94.8,0.45,4.9,432,NA,"Florida_ksat_data","ID_-83.4275_29.83806",108
"19759","Grunwald_2020",-83.4275,29.83805999,0,100,112,140,NA,1.68,24.0912,11.3568,"sandy clay loam",23.2,4.7,72.1,0.49,5.8,33.12,NA,"Florida_ksat_data","ID_-83.4275_29.83806",126
"19760","Grunwald_2020",-83.40806,29.90110999,0,100,0,23,NA,1.46,7.6358,1.533,"sand",1.9,1.6,96.5,1.03,5.2,1135.2,NA,"Florida_ksat_data","ID_-83.40806_29.90111",11.5
"19761","Grunwald_2020",-83.40806,29.90110999,0,100,23,64,NA,1.65,5.907,1.4355,"sand",2.1,2.8,95.1,0.22,4.9,567.6,NA,"Florida_ksat_data","ID_-83.40806_29.90111",43.5
"19762","Grunwald_2020",-83.40806,29.90110999,0,100,64,122,NA,1.64,4.3624,1.1644,"sand",2.5,1.9,95.6,0.09,4.9,1041.6,NA,"Florida_ksat_data","ID_-83.40806_29.90111",93
"19763","Grunwald_2020",-83.40806,29.90110999,0,100,122,175,NA,1.62,3.0132,0.4374,"sand",1.2,1.2,97.6,0.04,4.8,907.2,NA,"Florida_ksat_data","ID_-83.40806_29.90111",148.5
"19764","Grunwald_2020",-83.40806,29.90110999,0,100,175,203,NA,1.73,5.8128,1.0553,"sand",1.7,2.8,95.5,0.04,4.7,325.2,NA,"Florida_ksat_data","ID_-83.40806_29.90111",189
"19765","Grunwald_2020",-83.36361,29.71471999,0,100,0,13,NA,1.5,5.895,1.38,"sand",0.8,0.6,98.6,0.57,5,662.4,NA,"Florida_ksat_data","ID_-83.36361_29.71472",6.5
"19766","Grunwald_2020",-83.36361,29.71471999,0,100,13,51,NA,1.52,3.6784,0.6688,"sand",1,0.8,98.2,0.19,4.8,1167.6,NA,"Florida_ksat_data","ID_-83.36361_29.71472",32
"19767","Grunwald_2020",-83.36361,29.71471999,0,100,51,107,NA,1.51,3.3824,0.6644,"sand",1,1,98,0.2,4.5,1309.2,NA,"Florida_ksat_data","ID_-83.36361_29.71472",79
"19768","Grunwald_2020",-83.36361,29.71471999,0,100,107,155,NA,1.6,2.704,0.336,"sand",0.8,0.6,98.6,0.04,4.7,1041.6,NA,"Florida_ksat_data","ID_-83.36361_29.71472",131
"19769","Grunwald_2020",-83.36361,29.71471999,0,100,155,203,NA,1.49,2.7565,0.3129,"sand",0.5,0.5,99,0.04,4.6,1293.6,NA,"Florida_ksat_data","ID_-83.36361_29.71472",179
"19770","Grunwald_2020",-83.37667,29.72360999,0,100,0,18,NA,1.46,5.037,1.2264,"sand",0.9,0,99.1,1.08,4.7,946.8,NA,"Florida_ksat_data","ID_-83.37667_29.72361",9
"19771","Grunwald_2020",-83.37667,29.72360999,0,100,18,41,NA,1.49,3.5611,0.7301,"sand",0.8,1.8,97.4,0.25,4.8,1002,NA,"Florida_ksat_data","ID_-83.37667_29.72361",29.5
"19772","Grunwald_2020",-83.37667,29.72360999,0,100,41,91,NA,1.45,3.8715,0.4785,"sand",1.1,1.7,97.2,0.1,4.6,1041.6,NA,"Florida_ksat_data","ID_-83.37667_29.72361",66
"19773","Grunwald_2020",-83.37667,29.72360999,0,100,91,135,NA,1.52,3.496,0.5472,"sand",0.4,0.9,98.7,0.06,4.6,1041.6,NA,"Florida_ksat_data","ID_-83.37667_29.72361",113
"19774","Grunwald_2020",-83.37667,29.72360999,0,100,135,203,NA,1.45,2.378,0.3045,"sand",0.4,0.1,99.5,0.04,4.8,1420.8,NA,"Florida_ksat_data","ID_-83.37667_29.72361",169
"19775","Grunwald_2020",-83.37222,29.73360999,0,100,0,20,NA,1.34,6.9144,1.5142,"sand",1.8,1,97.2,1.38,4.2,1088.4,NA,"Florida_ksat_data","ID_-83.37222_29.73361",10
"19776","Grunwald_2020",-83.37222,29.73360999,0,100,20,56,NA,1.51,5.0585,1.0419,"sand",1.8,2.7,95.5,0.24,4.3,931.2,NA,"Florida_ksat_data","ID_-83.37222_29.73361",38
"19777","Grunwald_2020",-83.37222,29.73360999,0,100,56,81,NA,1.53,4.0239,0.8721,"sand",1.7,1.8,96.5,0.14,4.4,1246.8,NA,"Florida_ksat_data","ID_-83.37222_29.73361",68.5
"19778","Grunwald_2020",-83.37222,29.73360999,0,100,81,122,NA,1.51,3.3069,0.6946,"sand",1,1.8,97.2,0.03,4.5,1200,NA,"Florida_ksat_data","ID_-83.37222_29.73361",101.5
"19779","Grunwald_2020",-83.37222,29.73360999,0,100,122,160,NA,1.59,2.9733,0.7791,"sand",0.4,0.8,98.8,0.01,4.7,1010.4,NA,"Florida_ksat_data","ID_-83.37222_29.73361",141
"19780","Grunwald_2020",-83.37222,29.73360999,0,100,160,175,NA,1.57,4.2861,0.8792,"sand",1.4,1.5,97.1,0.06,4.5,709.2,NA,"Florida_ksat_data","ID_-83.37222_29.73361",167.5
