,site_id,X_m,Y_m,Z_m,East_UTM_km,North_UTM_km,K_m/d,log_K_m/d,measurement_method,data_source,ISO 3166
39,Borden_aquifer,1,0,0.15,,,0.00013613160799999998,-8.901888434271354,nan,10.1016/0022-1694(95)02805-6,CAN
40,Borden_aquifer,1,0,0.2,,,0.00016456833299999997,-8.712184675836493,nan,10.1016/0022-1694(95)02805-6,CAN
41,Borden_aquifer,1,0,0.25,,,0.000131698202,-8.93499760154817,nan,10.1016/0022-1694(95)02805-6,CAN
42,Borden_aquifer,1,0,0.3,,,0.000212172353,-8.458111627737196,nan,10.1016/0022-1694(95)02805-6,CAN
43,Borden_aquifer,1,0,0.35,,,0.000247363581,-8.304651315794198,nan,10.1016/0022-1694(95)02805-6,CAN
44,Borden_aquifer,1,0,0.4,,,0.00018523505300000002,-8.593884982603386,nan,10.1016/0022-1694(95)02805-6,CAN
45,Borden_aquifer,1,0,0.45,,,0.00016769954499999999,-8.693336602317085,nan,10.1016/0022-1694(95)02805-6,CAN
46,Borden_aquifer,1,0,0.5,,,0.000161488451,-8.731076928694497,nan,10.1016/0022-1694(95)02805-6,CAN
47,Borden_aquifer,1,0,0.55,,,7.559684259999999e-05,-9.490096040201214,nan,10.1016/0022-1694(95)02805-6,CAN
48,Borden_aquifer,1,0,0.6,,,0.000104926764,-9.162247936877362,nan,10.1016/0022-1694(95)02805-6,CAN
49,Borden_aquifer,1,0,0.65,,,5.1617199e-05,-9.871655627060024,nan,10.1016/0022-1694(95)02805-6,CAN
50,Borden_aquifer,1,0,0.7,,,5.89910845e-05,-9.738124235646339,nan,10.1016/0022-1694(95)02805-6,CAN
51,Borden_aquifer,1,0,0.75,,,9.10028339e-05,-9.304619910174077,nan,10.1016/0022-1694(95)02805-6,CAN
52,Borden_aquifer,1,0,0.8,,,0.000106485391,-9.147502755932889,nan,10.1016/0022-1694(95)02805-6,CAN
53,Borden_aquifer,1,0,0.85,,,8.24102918e-05,-9.403800228362828,nan,10.1016/0022-1694(95)02805-6,CAN
54,Borden_aquifer,1,0,0.9,,,0.00011629199699999999,-9.059406314220993,nan,10.1016/0022-1694(95)02805-6,CAN
55,Borden_aquifer,1,0,0.95,,,0.00015001248299999998,-8.804792047330611,nan,10.1016/0022-1694(95)02805-6,CAN
56,Borden_aquifer,1,0,1.0,,,0.000108410105,-9.129589253746206,nan,10.1016/0022-1694(95)02805-6,CAN
57,Borden_aquifer,1,0,1.05,,,8.2625594e-05,-9.401191070710853,nan,10.1016/0022-1694(95)02805-6,CAN
58,Borden_aquifer,1,0,1.1,,,8.496282309999999e-05,-9.373296772444547,nan,10.1016/0022-1694(95)02805-6,CAN
59,Borden_aquifer,1,0,1.15,,,7.059411040000001e-05,-9.558563839041211,nan,10.1016/0022-1694(95)02805-6,CAN
60,Borden_aquifer,1,0,1.2,,,7.500624229999999e-05,-9.497939217224777,nan,10.1016/0022-1694(95)02805-6,CAN
61,Borden_aquifer,1,0,1.25,,,8.13627028e-05,-9.416593586520095,nan,10.1016/0022-1694(95)02805-6,CAN
62,Borden_aquifer,1,0,1.3,,,0.000110288441,-9.112411433207182,nan,10.1016/0022-1694(95)02805-6,CAN
63,Borden_aquifer,1,0,1.35,,,8.10194001e-05,-9.420821924561748,nan,10.1016/0022-1694(95)02805-6,CAN
64,Borden_aquifer,1,0,1.4,,,5.92641914e-05,-9.733505289329145,nan,10.1016/0022-1694(95)02805-6,CAN
65,Borden_aquifer,1,0,1.45,,,5.608598560000001e-05,-9.788624587695296,nan,10.1016/0022-1694(95)02805-6,CAN
66,Borden_aquifer,1,0,1.5,,,7.31656684e-05,-9.522784257945997,nan,10.1016/0022-1694(95)02805-6,CAN
67,Borden_aquifer,1,0,1.55,,,0.000111244515,-9.103779941504163,nan,10.1016/0022-1694(95)02805-6,CAN
68,Borden_aquifer,1,0,1.6,,,9.308511720000001e-05,-9.281996244676911,nan,10.1016/0022-1694(95)02805-6,CAN
69,Borden_aquifer,1,0,1.65,,,0.000117028023,-9.053097139024622,nan,10.1016/0022-1694(95)02805-6,CAN
70,Borden_aquifer,1,0,1.7,,,0.000158037843,-8.752676040957658,nan,10.1016/0022-1694(95)02805-6,CAN
71,Borden_aquifer,1,0,1.75,,,0.000121914907,-9.01218724019243,nan,10.1016/0022-1694(95)02805-6,CAN
72,Borden_aquifer,2,0,0.0,,,8.813648950000001e-05,-9.33662392802526,nan,10.1016/0022-1694(95)02805-6,CAN
73,Borden_aquifer,2,0,0.05,,,0.000126326302,-8.97664230009095,nan,10.1016/0022-1694(95)02805-6,CAN
74,Borden_aquifer,2,0,0.1,,,0.000158690892,-8.748552323383203,nan,10.1016/0022-1694(95)02805-6,CAN
75,Borden_aquifer,2,0,0.15,,,0.00012563260700000002,-8.982148727750376,nan,10.1016/0022-1694(95)02805-6,CAN
76,Borden_aquifer,2,0,0.2,,,0.00016001331599999999,-8.740253521193456,nan,10.1016/0022-1694(95)02805-6,CAN
77,Borden_aquifer,2,0,0.25,,,0.000159302145,-8.74470787597885,nan,10.1016/0022-1694(95)02805-6,CAN
78,Borden_aquifer,2,0,0.3,,,0.000170925049,-8.674285407489014,nan,10.1016/0022-1694(95)02805-6,CAN
79,Borden_aquifer,2,0,0.35,,,0.000199265107,-8.52087442384563,nan,10.1016/0022-1694(95)02805-6,CAN
80,Borden_aquifer,2,0,0.4,,,0.000222961498,-8.408511456119216,nan,10.1016/0022-1694(95)02805-6,CAN
81,Borden_aquifer,2,0,0.45,,,0.00020960808700000002,-8.470271023246426,nan,10.1016/0022-1694(95)02805-6,CAN
82,Borden_aquifer,2,0,0.5,,,0.000195223218,-8.541366946386507,nan,10.1016/0022-1694(95)02805-6,CAN
83,Borden_aquifer,2,0,0.55,,,0.00019494008,-8.542818328672613,nan,10.1016/0022-1694(95)02805-6,CAN
84,Borden_aquifer,2,0,0.6,,,0.000106559718,-9.146804997572094,nan,10.1016/0022-1694(95)02805-6,CAN
85,Borden_aquifer,2,0,0.65,,,5.65168448e-05,-9.780971826193099,nan,10.1016/0022-1694(95)02805-6,CAN
86,Borden_aquifer,2,0,0.7,,,6.244422120000001e-05,-9.68123686050216,nan,10.1016/0022-1694(95)02805-6,CAN
87,Borden_aquifer,2,0,0.75,,,6.21410939e-05,-9.686103050356442,nan,10.1016/0022-1694(95)02805-6,CAN
88,Borden_aquifer,2,0,0.8,,,0.000100531926,-9.205035209270305,nan,10.1016/0022-1694(95)02805-6,CAN
89,Borden_aquifer,2,0,0.85,,,5.23808151e-05,-9.856970157722852,nan,10.1016/0022-1694(95)02805-6,CAN
90,Borden_aquifer,2,0,0.9,,,7.500624229999999e-05,-9.497939217224777,nan,10.1016/0022-1694(95)02805-6,CAN
91,Borden_aquifer,2,0,0.95,,,0.00012388127699999998,-8.99618689454947,nan,10.1016/0022-1694(95)02805-6,CAN
92,Borden_aquifer,2,0,1.0,,,0.000139250127,-8.879238767128571,nan,10.1016/0022-1694(95)02805-6,CAN
93,Borden_aquifer,2,0,1.05,,,0.000146019756,-8.831768630341703,nan,10.1016/0022-1694(95)02805-6,CAN
94,Borden_aquifer,2,0,1.1,,,0.000105962336,-9.1524268477483,nan,10.1016/0022-1694(95)02805-6,CAN
95,Borden_aquifer,2,0,1.15,,,0.00012975738600000001,-8.949844112682943,nan,10.1016/0022-1694(95)02805-6,CAN
96,Borden_aquifer,2,0,1.2,,,0.000135700338,-8.905061500338048,nan,10.1016/0022-1694(95)02805-6,CAN
97,Borden_aquifer,2,0,1.25,,,0.00016875227299999998,-8.68707875867272,nan,10.1016/0022-1694(95)02805-6,CAN
98,Borden_aquifer,2,0,1.3,,,0.000137645863,-8.890826381313317,nan,10.1016/0022-1694(95)02805-6,CAN
99,Borden_aquifer,2,0,1.35,,,0.00012204902700000001,-9.011087733299647,nan,10.1016/0022-1694(95)02805-6,CAN
100,Borden_aquifer,2,0,1.4,,,7.300987840000001e-05,-9.524915805422937,nan,10.1016/0022-1694(95)02805-6,CAN
101,Borden_aquifer,2,0,1.45,,,7.300987840000001e-05,-9.524915805422937,nan,10.1016/0022-1694(95)02805-6,CAN
102,Borden_aquifer,2,0,1.5,,,5.2127665700000005e-05,-9.861814738625363,nan,10.1016/0022-1694(95)02805-6,CAN
103,Borden_aquifer,2,0,1.55,,,6.29560591e-05,-9.673073549524487,nan,10.1016/0022-1694(95)02805-6,CAN
104,Borden_aquifer,2,0,1.6,,,7.08546052e-05,-9.554880594645663,nan,10.1016/0022-1694(95)02805-6,CAN
105,Borden_aquifer,2,0,1.65,,,9.366633179999999e-05,-9.275771752393997,nan,10.1016/0022-1694(95)02805-6,CAN
106,Borden_aquifer,2,0,1.7,,,5.1577204200000006e-05,-9.872430762159647,nan,10.1016/0022-1694(95)02805-6,CAN
107,Borden_aquifer,2,0,1.75,,,0.00011003781,-9.114686523959817,nan,10.1016/0022-1694(95)02805-6,CAN
108,Borden_aquifer,3,0,0.0,,,0.000125755722,-8.981169247037547,nan,10.1016/0022-1694(95)02805-6,CAN
109,Borden_aquifer,3,0,0.05,,,0.00015001248299999998,-8.804792047330611,nan,10.1016/0022-1694(95)02805-6,CAN
110,Borden_aquifer,3,0,0.1,,,0.000187332663,-8.58262457503691,nan,10.1016/0022-1694(95)02805-6,CAN
111,Borden_aquifer,3,0,0.15,,,0.000180296695,-8.620906758483187,nan,10.1016/0022-1694(95)02805-6,CAN
112,Borden_aquifer,3,0,0.2,,,0.000182872361,-8.606722129350118,nan,10.1016/0022-1694(95)02805-6,CAN
113,Borden_aquifer,3,0,0.25,,,0.000222961498,-8.408511456119216,nan,10.1016/0022-1694(95)02805-6,CAN
114,Borden_aquifer,3,0,0.3,,,0.000229959257,-8.377608408211099,nan,10.1016/0022-1694(95)02805-6,CAN
115,Borden_aquifer,3,0,0.35,,,0.00020544919600000002,-8.490311776003427,nan,10.1016/0022-1694(95)02805-6,CAN
116,Borden_aquifer,3,0,0.4,,,0.00025100127999999996,-8.2900525192439,nan,10.1016/0022-1694(95)02805-6,CAN
117,Borden_aquifer,3,0,0.45,,,0.000203191513,-8.501361609864485,nan,10.1016/0022-1694(95)02805-6,CAN
118,Borden_aquifer,3,0,0.5,,,0.00015300078,-8.785067538545619,nan,10.1016/0022-1694(95)02805-6,CAN
119,Borden_aquifer,3,0,0.55,,,0.000232408593,-8.367013558627049,nan,10.1016/0022-1694(95)02805-6,CAN
120,Borden_aquifer,3,0,0.6,,,3.66840481e-05,-10.213168554070092,nan,10.1016/0022-1694(95)02805-6,CAN
121,Borden_aquifer,3,0,0.65,,,8.20581106e-05,-9.40808289583144,nan,10.1016/0022-1694(95)02805-6,CAN
122,Borden_aquifer,3,0,0.7,,,8.00066584e-05,-9.433400696753816,nan,10.1016/0022-1694(95)02805-6,CAN
123,Borden_aquifer,3,0,0.75,,,9.7135455e-05,-9.239404110282102,nan,10.1016/0022-1694(95)02805-6,CAN
124,Borden_aquifer,3,0,0.8,,,8.14556282e-05,-9.415452125242131,nan,10.1016/0022-1694(95)02805-6,CAN
125,Borden_aquifer,3,0,0.85,,,5.79637233e-05,-9.755693203444602,nan,10.1016/0022-1694(95)02805-6,CAN
126,Borden_aquifer,3,0,0.9,,,7.57804415e-05,-9.487670326315309,nan,10.1016/0022-1694(95)02805-6,CAN
127,Borden_aquifer,3,0,0.95,,,0.000126326302,-8.97664230009095,nan,10.1016/0022-1694(95)02805-6,CAN
128,Borden_aquifer,3,0,1.0,,,0.00015624195900000001,-8.764104733071997,nan,10.1016/0022-1694(95)02805-6,CAN
129,Borden_aquifer,3,0,1.05,,,0.00015119368500000001,-8.796948860964076,nan,10.1016/0022-1694(95)02805-6,CAN
130,Borden_aquifer,3,0,1.1,,,0.000130214279,-8.946329164464228,nan,10.1016/0022-1694(95)02805-6,CAN
131,Borden_aquifer,3,0,1.15,,,0.00011629199699999999,-9.059406314220993,nan,10.1016/0022-1694(95)02805-6,CAN
132,Borden_aquifer,3,0,1.2,,,0.000147138681,-8.824135007752067,nan,10.1016/0022-1694(95)02805-6,CAN
133,Borden_aquifer,3,0,1.25,,,0.000165939735,-8.703885877692167,nan,10.1016/0022-1694(95)02805-6,CAN
134,Borden_aquifer,3,0,1.3,,,0.000148050322,-8.81795832847814,nan,10.1016/0022-1694(95)02805-6,CAN
135,Borden_aquifer,3,0,1.35,,,0.00013696613,-8.895776888978975,nan,10.1016/0022-1694(95)02805-6,CAN
136,Borden_aquifer,3,0,1.4,,,0.00017221164,-8.666786372436322,nan,10.1016/0022-1694(95)02805-6,CAN
137,Borden_aquifer,3,0,1.45,,,0.000158037843,-8.752676040957658,nan,10.1016/0022-1694(95)02805-6,CAN
138,Borden_aquifer,3,0,1.5,,,0.000131437414,-8.936979758804945,nan,10.1016/0022-1694(95)02805-6,CAN
139,Borden_aquifer,3,0,1.55,,,0.000168094797,-8.690982469843117,nan,10.1016/0022-1694(95)02805-6,CAN
140,Borden_aquifer,3,0,1.6,,,0.00021376217000000002,-8.450646516095663,nan,10.1016/0022-1694(95)02805-6,CAN
141,Borden_aquifer,3,0,1.65,,,0.000229959257,-8.377608408211099,nan,10.1016/0022-1694(95)02805-6,CAN
142,Borden_aquifer,3,0,1.7,,,0.000235602429,-8.353364796392789,nan,10.1016/0022-1694(95)02805-6,CAN
143,Borden_aquifer,3,0,1.75,,,9.505741540000001e-05,-9.261029476291741,nan,10.1016/0022-1694(95)02805-6,CAN
144,Borden_aquifer,4,0,0.0,,,0.00010817801600000001,-9.1317323914932,nan,10.1016/0022-1694(95)02805-6,CAN
145,Borden_aquifer,4,0,0.05,,,0.00010750248600000001,-9.137996585082552,nan,10.1016/0022-1694(95)02805-6,CAN
146,Borden_aquifer,4,0,0.1,,,0.000102682341,-9.183870403234083,nan,10.1016/0022-1694(95)02805-6,CAN
147,Borden_aquifer,4,0,0.15,,,0.000130623115,-8.943194365971332,nan,10.1016/0022-1694(95)02805-6,CAN
148,Borden_aquifer,4,0,0.2,,,0.00020423352,-8.496246512913924,nan,10.1016/0022-1694(95)02805-6,CAN
149,Borden_aquifer,4,0,0.25,,,0.000205364684,-8.490723212935364,nan,10.1016/0022-1694(95)02805-6,CAN
150,Borden_aquifer,4,0,0.3,,,0.00020893138599999998,-8.473504656551324,nan,10.1016/0022-1694(95)02805-6,CAN
151,Borden_aquifer,4,0,0.35,,,0.000214542994,-8.447000401452822,nan,10.1016/0022-1694(95)02805-6,CAN
152,Borden_aquifer,4,0,0.4,,,0.000214542994,-8.447000401452822,nan,10.1016/0022-1694(95)02805-6,CAN
153,Borden_aquifer,4,0,0.45,,,0.000179518715,-8.625231093632388,nan,10.1016/0022-1694(95)02805-6,CAN
154,Borden_aquifer,4,0,0.5,,,0.00022648735499999998,-8.392821442414185,nan,10.1016/0022-1694(95)02805-6,CAN
155,Borden_aquifer,4,0,0.55,,,0.000232583996,-8.366259125062003,nan,10.1016/0022-1694(95)02805-6,CAN
156,Borden_aquifer,4,0,0.6,,,0.00022969475399999998,-8.378759287015004,nan,10.1016/0022-1694(95)02805-6,CAN
157,Borden_aquifer,4,0,0.65,,,0.000255040381,-8.274088668480227,nan,10.1016/0022-1694(95)02805-6,CAN
158,Borden_aquifer,4,0,0.7,,,0.00024776255399999996,-8.303039713989525,nan,10.1016/0022-1694(95)02805-6,CAN
159,Borden_aquifer,4,0,0.75,,,7.640672609999999e-05,-9.479439827708799,nan,10.1016/0022-1694(95)02805-6,CAN
160,Borden_aquifer,4,0,0.8,,,6.9775199e-05,-9.570231926521592,nan,10.1016/0022-1694(95)02805-6,CAN
161,Borden_aquifer,4,0,0.85,,,9.731804040000002e-05,-9.237526175886694,nan,10.1016/0022-1694(95)02805-6,CAN
162,Borden_aquifer,4,0,0.9,,,8.496282309999999e-05,-9.373296772444547,nan,10.1016/0022-1694(95)02805-6,CAN
163,Borden_aquifer,4,0,0.95,,,3.36442718e-05,-10.29966774519026,nan,10.1016/0022-1694(95)02805-6,CAN
164,Borden_aquifer,4,0,1.0,,,8.553050320000001e-05,-9.366637483073095,nan,10.1016/0022-1694(95)02805-6,CAN
165,Borden_aquifer,4,0,1.05,,,0.000110390612,-9.111485463968949,nan,10.1016/0022-1694(95)02805-6,CAN
166,Borden_aquifer,4,0,1.1,,,0.000150600768,-8.800878143009891,nan,10.1016/0022-1694(95)02805-6,CAN
167,Borden_aquifer,4,0,1.15,,,0.00013666617700000002,-8.897969269867279,nan,10.1016/0022-1694(95)02805-6,CAN
168,Borden_aquifer,4,0,1.2,,,0.00012368178999999998,-8.997798500396776,nan,10.1016/0022-1694(95)02805-6,CAN
169,Borden_aquifer,4,0,1.25,,,0.00012509184300000002,-8.986462346454202,nan,10.1016/0022-1694(95)02805-6,CAN
170,Borden_aquifer,4,0,1.3,,,0.000103298478,-9.177887915732317,nan,10.1016/0022-1694(95)02805-6,CAN
171,Borden_aquifer,4,0,1.35,,,0.000153612784,-8.78107551154739,nan,10.1016/0022-1694(95)02805-6,CAN
172,Borden_aquifer,4,0,1.4,,,0.000147138681,-8.824135007752067,nan,10.1016/0022-1694(95)02805-6,CAN
173,Borden_aquifer,4,0,1.45,,,0.000115436337,-9.06679137477132,nan,10.1016/0022-1694(95)02805-6,CAN
174,Borden_aquifer,4,0,1.5,,,0.00010435651,-9.167697540186715,nan,10.1016/0022-1694(95)02805-6,CAN
175,Borden_aquifer,4,0,1.55,,,0.0001416891,-8.861875337303294,nan,10.1016/0022-1694(95)02805-6,CAN
176,Borden_aquifer,4,0,1.6,,,0.000144372917,-8.843110904497925,nan,10.1016/0022-1694(95)02805-6,CAN
177,Borden_aquifer,4,0,1.65,,,0.000145022962,-8.838618469460412,nan,10.1016/0022-1694(95)02805-6,CAN
178,Borden_aquifer,4,0,1.7,,,0.000135700338,-8.905061500338048,nan,10.1016/0022-1694(95)02805-6,CAN
179,Borden_aquifer,4,0,1.75,,,0.00011072112300000001,-9.108495923444039,nan,10.1016/0022-1694(95)02805-6,CAN
180,Borden_aquifer,5,0,0.0,,,0.000128885231,-8.956588231775221,nan,10.1016/0022-1694(95)02805-6,CAN
181,Borden_aquifer,5,0,0.05,,,0.000109723416,-9.117547758584402,nan,10.1016/0022-1694(95)02805-6,CAN
182,Borden_aquifer,5,0,0.1,,,0.000114979628,-9.07075559311964,nan,10.1016/0022-1694(95)02805-6,CAN
183,Borden_aquifer,5,0,0.15,,,0.00017240491999999998,-8.665664661858829,nan,10.1016/0022-1694(95)02805-6,CAN
184,Borden_aquifer,5,0,0.2,,,0.000131872637,-8.933673972377893,nan,10.1016/0022-1694(95)02805-6,CAN
185,Borden_aquifer,5,0,0.25,,,0.00020985352900000003,-8.469100751552189,nan,10.1016/0022-1694(95)02805-6,CAN
186,Borden_aquifer,5,0,0.3,,,0.00016769954499999999,-8.693336602317085,nan,10.1016/0022-1694(95)02805-6,CAN
187,Borden_aquifer,5,0,0.35,,,0.00019898028999999998,-8.522304783371215,nan,10.1016/0022-1694(95)02805-6,CAN
188,Borden_aquifer,5,0,0.4,,,0.000214542994,-8.447000401452822,nan,10.1016/0022-1694(95)02805-6,CAN
189,Borden_aquifer,5,0,0.45,,,0.000172987369,-8.662291977692663,nan,10.1016/0022-1694(95)02805-6,CAN
190,Borden_aquifer,5,0,0.5,,,0.000192980884,-8.552919420596954,nan,10.1016/0022-1694(95)02805-6,CAN
191,Borden_aquifer,5,0,0.55,,,0.000182171701,-8.610560903533061,nan,10.1016/0022-1694(95)02805-6,CAN
192,Borden_aquifer,5,0,0.6,,,0.000134925589,-8.910787124080917,nan,10.1016/0022-1694(95)02805-6,CAN
193,Borden_aquifer,5,0,0.65,,,6.48786938e-05,-9.642991280912183,nan,10.1016/0022-1694(95)02805-6,CAN
194,Borden_aquifer,5,0,0.7,,,0.00010763658499999999,-9.13674995873297,nan,10.1016/0022-1694(95)02805-6,CAN
195,Borden_aquifer,5,0,0.75,,,9.29859462e-05,-9.283062192359242,nan,10.1016/0022-1694(95)02805-6,CAN
196,Borden_aquifer,5,0,0.8,,,6.92525383e-05,-9.577750759416949,nan,10.1016/0022-1694(95)02805-6,CAN
197,Borden_aquifer,5,0,0.85,,,6.931984840000001e-05,-9.576779280078291,nan,10.1016/0022-1694(95)02805-6,CAN
198,Borden_aquifer,5,0,0.9,,,8.24102918e-05,-9.403800228362828,nan,10.1016/0022-1694(95)02805-6,CAN
199,Borden_aquifer,5,0,0.95,,,3.36364329e-05,-10.299900765937306,nan,10.1016/0022-1694(95)02805-6,CAN
200,Borden_aquifer,5,0,1.0,,,7.5713948e-05,-9.488548160860725,nan,10.1016/0022-1694(95)02805-6,CAN
201,Borden_aquifer,5,0,1.05,,,0.00010371233399999999,-9.173889510553673,nan,10.1016/0022-1694(95)02805-6,CAN
202,Borden_aquifer,5,0,1.1,,,0.000110934642,-9.106569340879913,nan,10.1016/0022-1694(95)02805-6,CAN
203,Borden_aquifer,5,0,1.15,,,0.000131872637,-8.933673972377893,nan,10.1016/0022-1694(95)02805-6,CAN
204,Borden_aquifer,5,0,1.2,,,9.88226708e-05,-9.222183517994262,nan,10.1016/0022-1694(95)02805-6,CAN
205,Borden_aquifer,5,0,1.25,,,0.00010688108399999998,-9.143793706011802,nan,10.1016/0022-1694(95)02805-6,CAN
206,Borden_aquifer,5,0,1.3,,,8.804965519999999e-05,-9.337609638986569,nan,10.1016/0022-1694(95)02805-6,CAN
207,Borden_aquifer,5,0,1.35,,,8.8683106e-05,-9.330441149021219,nan,10.1016/0022-1694(95)02805-6,CAN
208,Borden_aquifer,5,0,1.4,,,0.00010159575600000001,-9.194508795345895,nan,10.1016/0022-1694(95)02805-6,CAN
209,Borden_aquifer,5,0,1.45,,,7.25958337e-05,-9.530603024832565,nan,10.1016/0022-1694(95)02805-6,CAN
210,Borden_aquifer,5,0,1.5,,,7.48600313e-05,-9.499890437374265,nan,10.1016/0022-1694(95)02805-6,CAN
211,Borden_aquifer,5,0,1.55,,,7.125405670000001e-05,-9.549258804295963,nan,10.1016/0022-1694(95)02805-6,CAN
212,Borden_aquifer,5,0,1.6,,,0.000103792421,-9.173117605312498,nan,10.1016/0022-1694(95)02805-6,CAN
213,Borden_aquifer,5,0,1.65,,,9.600799009999998e-05,-9.251079139751546,nan,10.1016/0022-1694(95)02805-6,CAN
214,Borden_aquifer,5,0,1.7,,,0.000101337243,-9.197056563733595,nan,10.1016/0022-1694(95)02805-6,CAN
215,Borden_aquifer,5,0,1.75,,,6.244422120000001e-05,-9.68123686050216,nan,10.1016/0022-1694(95)02805-6,CAN
216,Borden_aquifer,6,0,0.0,,,0.00022070802199999998,-8.418669897378468,nan,10.1016/0022-1694(95)02805-6,CAN
217,Borden_aquifer,6,0,0.05,,,0.000229959257,-8.377608408211099,nan,10.1016/0022-1694(95)02805-6,CAN
