,x,y,z,Hydraulic_conductivity_m/d
30741,8577.0,6519.0,973.5,0.001
30742,8599.6,6519.0,973.5,0.001
30743,8622.2,6519.0,973.5,0.001
30744,8644.9,6519.0,973.5,0.0001
30745,8667.5,6519.0,973.5,0.0001
30746,8690.2,6519.0,973.5,0.0001
30747,8712.8,6519.0,973.5,0.0001
30748,8735.4,6519.0,973.5,5e-06
30749,8758.1,6519.0,973.5,5e-06
30750,8780.7,6519.0,973.5,5e-06
30751,8803.4,6519.0,973.5,5e-06
30752,8826.0,6519.0,973.5,1e-05
30753,8848.6,6519.0,973.5,1e-05
30754,8871.3,6519.0,973.5,1e-05
30755,8893.9,6519.0,973.5,1e-05
30756,8916.6,6519.0,973.5,1e-05
30757,8939.2,6519.0,973.5,1e-05
30758,8961.8,6519.0,973.5,1e-05
30759,8984.5,6519.0,973.5,1e-05
30760,9007.1,6519.0,973.5,1e-05
30761,9029.8,6519.0,973.5,1e-05
30762,9052.4,6519.0,973.5,1e-05
30763,9075.0,6519.0,973.5,1e-05
30764,9097.7,6519.0,973.5,1e-05
30765,9120.3,6519.0,973.5,1e-05
30766,9143.0,6519.0,973.5,1e-05
30767,9165.6,6519.0,973.5,1e-05
30768,9188.2,6519.0,973.5,1e-05
30769,9210.9,6519.0,973.5,1e-05
30770,9233.5,6519.0,973.5,1e-05
30771,9256.2,6519.0,973.5,1e-05
30772,9278.8,6519.0,973.5,0.0025
30773,9301.4,6519.0,973.5,0.0025
30774,9324.1,6519.0,973.5,0.0025
30775,9346.7,6519.0,973.5,0.0025
30776,9369.4,6519.0,973.5,0.0025
30777,9392.0,6519.0,973.5,0.0025
30778,9414.6,6519.0,973.5,0.0025
30779,9437.3,6519.0,973.5,0.0025
30780,9459.9,6519.0,973.5,0.0025
30781,9482.6,6519.0,973.5,0.0025
30782,9505.2,6519.0,973.5,0.0025
30783,9527.8,6519.0,973.5,0.0025
30784,9550.5,6519.0,973.5,0.0025
30785,3075.4,6519.0,996.2,0.0025
30786,3098.1,6519.0,996.2,0.0025
30787,3120.7,6519.0,996.2,0.0025
30788,3143.4,6519.0,996.2,5e-06
30789,3166.0,6519.0,996.2,5e-06
30790,3188.6,6519.0,996.2,5e-06
30791,3211.3,6519.0,996.2,5e-06
30792,3233.9,6519.0,996.2,0.0025
30793,3256.6,6519.0,996.2,0.0025
30794,3279.2,6519.0,996.2,0.0025
30795,3301.8,6519.0,996.2,0.0025
30796,3324.5,6519.0,996.2,0.001
30797,3347.1,6519.0,996.2,0.001
30798,3369.8,6519.0,996.2,0.0025
30799,3392.4,6519.0,996.2,0.0025
30800,3415.0,6519.0,996.2,0.0025
30801,3437.7,6519.0,996.2,0.0025
30802,3460.3,6519.0,996.2,0.001
30803,3483.0,6519.0,996.2,0.001
30804,3505.6,6519.0,996.2,0.001
30805,3528.2,6519.0,996.2,0.001
30806,3550.9,6519.0,996.2,0.001
30807,3573.5,6519.0,996.2,0.001
30808,3596.2,6519.0,996.2,0.001
30809,3618.8,6519.0,996.2,0.001
30810,3641.4,6519.0,996.2,0.0025
30811,3664.1,6519.0,996.2,0.0025
30812,3686.7,6519.0,996.2,0.0025
30813,3709.4,6519.0,996.2,0.0025
30814,3732.0,6519.0,996.2,0.0025
30815,3754.6,6519.0,996.2,0.0025
30816,3777.3,6519.0,996.2,1e-05
30817,3799.9,6519.0,996.2,1e-05
30818,3822.6,6519.0,996.2,1e-05
30819,3845.2,6519.0,996.2,1e-05
30820,3867.8,6519.0,996.2,0.001
30821,3890.5,6519.0,996.2,0.001
30822,3913.1,6519.0,996.2,0.001
30823,3935.8,6519.0,996.2,1e-24
30824,3958.4,6519.0,996.2,1e-05
30825,3981.0,6519.0,996.2,1e-05
30826,4003.7,6519.0,996.2,1e-05
30827,4026.3,6519.0,996.2,1e-05
30828,4049.0,6519.0,996.2,1e-05
30829,4071.6,6519.0,996.2,1e-05
30830,4094.2,6519.0,996.2,1e-05
30831,4116.9,6519.0,996.2,1e-05
30832,4139.5,6519.0,996.2,1e-05
30833,4162.2,6519.0,996.2,1e-05
30834,4184.8,6519.0,996.2,5e-05
30835,4207.4,6519.0,996.2,5e-05
30836,4230.1,6519.0,996.2,5e-05
30837,4252.7,6519.0,996.2,5e-05
30838,4275.4,6519.0,996.2,5e-05
30839,4298.0,6519.0,996.2,5e-05
30840,4320.6,6519.0,996.2,5e-05
30841,4343.3,6519.0,996.2,5e-05
30842,4365.9,6519.0,996.2,5e-05
30843,4388.6,6519.0,996.2,5e-05
30844,4411.2,6519.0,996.2,5e-05
30845,4433.8,6519.0,996.2,5e-05
30846,4456.5,6519.0,996.2,5e-05
30847,4479.1,6519.0,996.2,5e-05
30848,4501.8,6519.0,996.2,5e-05
30849,4524.4,6519.0,996.2,5e-05
30850,4547.0,6519.0,996.2,5e-05
30851,4569.7,6519.0,996.2,5e-05
30852,4592.3,6519.0,996.2,5e-05
30853,4615.0,6519.0,996.2,5e-05
30854,4637.6,6519.0,996.2,5e-05
30855,4660.2,6519.0,996.2,5e-05
30856,4682.9,6519.0,996.2,5e-05
30857,4705.5,6519.0,996.2,5e-05
30858,4728.2,6519.0,996.2,5e-05
30859,4750.8,6519.0,996.2,5e-05
30860,4773.4,6519.0,996.2,5e-05
30861,4796.1,6519.0,996.2,5e-05
30862,4818.7,6519.0,996.2,5e-05
30863,4841.4,6519.0,996.2,5e-05
30864,4864.0,6519.0,996.2,0.0001
30865,4886.6,6519.0,996.2,0.0001
30866,4909.3,6519.0,996.2,0.0001
30867,4931.9,6519.0,996.2,0.0001
30868,4954.6,6519.0,996.2,0.0001
30869,4977.2,6519.0,996.2,0.0001
30870,4999.8,6519.0,996.2,0.0001
30871,5022.5,6519.0,996.2,0.0001
30872,5045.1,6519.0,996.2,0.0001
30873,5067.8,6519.0,996.2,0.0001
30874,5090.4,6519.0,996.2,0.0001
30875,5113.0,6519.0,996.2,0.0001
30876,5135.7,6519.0,996.2,0.0001
30877,5158.3,6519.0,996.2,0.0025
30878,5181.0,6519.0,996.2,0.0025
30879,5203.6,6519.0,996.2,0.0025
30880,5226.2,6519.0,996.2,0.0025
30881,5248.9,6519.0,996.2,5e-05
30882,5271.5,6519.0,996.2,5e-05
30883,5294.2,6519.0,996.2,5e-05
30884,5316.8,6519.0,996.2,5e-05
30885,5339.4,6519.0,996.2,5e-05
30886,5362.1,6519.0,996.2,5e-05
30887,5384.7,6519.0,996.2,5e-05
30888,5407.4,6519.0,996.2,5e-05
30889,5430.0,6519.0,996.2,5e-05
30890,5452.6,6519.0,996.2,5e-05
30891,5475.3,6519.0,996.2,5e-05
30892,5497.9,6519.0,996.2,5e-05
30893,5520.6,6519.0,996.2,5e-05
30894,5543.2,6519.0,996.2,5e-05
30895,5565.8,6519.0,996.2,5e-05
30896,5588.5,6519.0,996.2,5e-05
30897,5611.1,6519.0,996.2,5e-05
30898,5633.8,6519.0,996.2,5e-05
30899,5656.4,6519.0,996.2,5e-05
30900,5679.0,6519.0,996.2,5e-05
30901,5701.7,6519.0,996.2,5e-05
30902,5724.3,6519.0,996.2,5e-05
30903,5747.0,6519.0,996.2,5e-05
30904,5769.6,6519.0,996.2,5e-05
30905,5792.2,6519.0,996.2,0.0001
30906,5814.9,6519.0,996.2,0.0001
30907,5837.5,6519.0,996.2,0.0001
30908,5860.2,6519.0,996.2,0.0001
30909,5882.8,6519.0,996.2,0.0001
30910,5905.4,6519.0,996.2,0.0001
30911,5928.1,6519.0,996.2,0.0001
30912,5950.7,6519.0,996.2,0.0001
30913,5973.4,6519.0,996.2,0.0001
30914,5996.0,6519.0,996.2,0.0001
30915,6018.6,6519.0,996.2,0.0001
30916,6041.3,6519.0,996.2,0.0001
30917,6063.9,6519.0,996.2,0.0001
30918,6086.6,6519.0,996.2,0.0001
30919,6109.2,6519.0,996.2,0.0001
30920,6131.8,6519.0,996.2,0.0001
30921,6154.5,6519.0,996.2,0.0001
30922,6177.1,6519.0,996.2,0.0001
30923,6199.8,6519.0,996.2,0.0001
30924,6222.4,6519.0,996.2,0.0001
30925,6245.0,6519.0,996.2,0.0001
30926,6267.7,6519.0,996.2,0.0001
30927,6290.3,6519.0,996.2,0.0001
30928,6313.0,6519.0,996.2,0.0001
30929,6335.6,6519.0,996.2,0.0001
30930,6358.2,6519.0,996.2,0.0001
30931,6380.9,6519.0,996.2,0.001
30932,6403.5,6519.0,996.2,0.001
30933,6426.2,6519.0,996.2,0.001
30934,6448.8,6519.0,996.2,0.001
30935,6471.4,6519.0,996.2,0.001
30936,6494.1,6519.0,996.2,0.001
30937,6516.7,6519.0,996.2,0.001
30938,6539.4,6519.0,996.2,0.001
30939,6562.0,6519.0,996.2,0.001
30940,6584.6,6519.0,996.2,0.0001
30941,6607.3,6519.0,996.2,0.0001
30942,6629.9,6519.0,996.2,0.0001
30943,6652.6,6519.0,996.2,0.0001
30944,6675.2,6519.0,996.2,0.0001
30945,6697.8,6519.0,996.2,0.0001
30946,6720.5,6519.0,996.2,0.0001
30947,6743.1,6519.0,996.2,0.0001
30948,6765.8,6519.0,996.2,0.0001
30949,6788.4,6519.0,996.2,0.0001
30950,6811.0,6519.0,996.2,5e-05
30951,6833.7,6519.0,996.2,5e-05
30952,6856.3,6519.0,996.2,5e-05
30953,6879.0,6519.0,996.2,5e-05
30954,6901.6,6519.0,996.2,5e-05
30955,6924.2,6519.0,996.2,5e-05
30956,6946.9,6519.0,996.2,5e-05
30957,6969.5,6519.0,996.2,5e-05
30958,6992.2,6519.0,996.2,5e-05
30959,7014.8,6519.0,996.2,5e-05
30960,7037.4,6519.0,996.2,5e-05
30961,7060.1,6519.0,996.2,5e-05
30962,7082.7,6519.0,996.2,0.0001
30963,7105.4,6519.0,996.2,0.0001
30964,7128.0,6519.0,996.2,0.0001
30965,7150.6,6519.0,996.2,0.0001
30966,7173.3,6519.0,996.2,0.0001
30967,7195.9,6519.0,996.2,0.0001
30968,7218.6,6519.0,996.2,0.0001
30969,7241.2,6519.0,996.2,0.0001
30970,7263.8,6519.0,996.2,0.0001
30971,7286.5,6519.0,996.2,0.0001
30972,7309.1,6519.0,996.2,0.0001
30973,7331.8,6519.0,996.2,0.0001
30974,7354.4,6519.0,996.2,0.0001
30975,7377.0,6519.0,996.2,0.0001
30976,7399.7,6519.0,996.2,0.0001
30977,7422.3,6519.0,996.2,0.0001
30978,7445.0,6519.0,996.2,0.0001
30979,7467.6,6519.0,996.2,0.0001
30980,7490.2,6519.0,996.2,0.0001
30981,7512.9,6519.0,996.2,5e-05
30982,7535.5,6519.0,996.2,5e-05
30983,7558.2,6519.0,996.2,5e-05
30984,7580.8,6519.0,996.2,5e-05
30985,7603.4,6519.0,996.2,5e-05
30986,7626.1,6519.0,996.2,5e-05
30987,7648.7,6519.0,996.2,5e-05
30988,7671.4,6519.0,996.2,5e-05
30989,7694.0,6519.0,996.2,5e-05
30990,7716.6,6519.0,996.2,5e-05
30991,7739.3,6519.0,996.2,5e-05
30992,7761.9,6519.0,996.2,5e-05
30993,7784.6,6519.0,996.2,5e-05
30994,7807.2,6519.0,996.2,5e-05
30995,7829.8,6519.0,996.2,5e-05
30996,7852.5,6519.0,996.2,5e-05
30997,7875.1,6519.0,996.2,5e-05
30998,7897.8,6519.0,996.2,5e-05
30999,7920.4,6519.0,996.2,5e-05
31000,7943.0,6519.0,996.2,5e-05
31001,7965.7,6519.0,996.2,5e-05
31002,7988.3,6519.0,996.2,5e-05
31003,8011.0,6519.0,996.2,5e-05
31004,8033.6,6519.0,996.2,5e-05
31005,8056.2,6519.0,996.2,5e-05
31006,8078.9,6519.0,996.2,0.0001
31007,8101.5,6519.0,996.2,0.0001
31008,8124.2,6519.0,996.2,0.0001
31009,8146.8,6519.0,996.2,0.0001
31010,8169.4,6519.0,996.2,0.0001
31011,8192.1,6519.0,996.2,0.0001
31012,8214.7,6519.0,996.2,0.0001
31013,8237.4,6519.0,996.2,0.0001
31014,8260.0,6519.0,996.2,0.0001
31015,8282.6,6519.0,996.2,0.0001
31016,8305.3,6519.0,996.2,1e-24
31017,8327.9,6519.0,996.2,0.0001
31018,8350.6,6519.0,996.2,0.0001
31019,8373.2,6519.0,996.2,0.0001
31020,8395.8,6519.0,996.2,0.0001
31021,8418.5,6519.0,996.2,0.0001
31022,8441.1,6519.0,996.2,0.0001
31023,8463.8,6519.0,996.2,0.0001
31024,8486.4,6519.0,996.2,0.0001
31025,8509.0,6519.0,996.2,0.0001
31026,8531.7,6519.0,996.2,0.0001
31027,8554.3,6519.0,996.2,0.0001
31028,8577.0,6519.0,996.2,0.0001
31029,8599.6,6519.0,996.2,0.0001
31030,8622.2,6519.0,996.2,0.0001
31031,8644.9,6519.0,996.2,0.0001
31032,8667.5,6519.0,996.2,5e-06
31033,8690.2,6519.0,996.2,5e-06
31034,8712.8,6519.0,996.2,5e-06
31035,8735.4,6519.0,996.2,5e-06
31036,8758.1,6519.0,996.2,1e-05
31037,8780.7,6519.0,996.2,1e-05
31038,8803.4,6519.0,996.2,1e-05
31039,8826.0,6519.0,996.2,1e-05
31040,8848.6,6519.0,996.2,5e-05
31041,8871.3,6519.0,996.2,5e-05
31042,8893.9,6519.0,996.2,5e-05
31043,8916.6,6519.0,996.2,5e-05
31044,8939.2,6519.0,996.2,5e-05
31045,8961.8,6519.0,996.2,5e-05
31046,8984.5,6519.0,996.2,5e-05
31047,9007.1,6519.0,996.2,5e-05
31048,9029.8,6519.0,996.2,5e-05
31049,9052.4,6519.0,996.2,5e-05
31050,9075.0,6519.0,996.2,5e-05
31051,9097.7,6519.0,996.2,5e-05
31052,9120.3,6519.0,996.2,0.0025
31053,9143.0,6519.0,996.2,0.0025
31054,9165.6,6519.0,996.2,0.0025
31055,9188.2,6519.0,996.2,0.0025
31056,9210.9,6519.0,996.2,0.0025
31057,9233.5,6519.0,996.2,0.0025
31058,9256.2,6519.0,996.2,0.0025
31059,9278.8,6519.0,996.2,0.0025
31060,9301.4,6519.0,996.2,0.0025
31061,9324.1,6519.0,996.2,0.0025
31062,9346.7,6519.0,996.2,0.0025
31063,9369.4,6519.0,996.2,0.0025
31064,9392.0,6519.0,996.2,0.0025
31065,9414.6,6519.0,996.2,0.0025
31066,9437.3,6519.0,996.2,0.0025
31067,9459.9,6519.0,996.2,0.0025
31068,9482.6,6519.0,996.2,0.0025
31069,9505.2,6519.0,996.2,0.0025
31070,9527.8,6519.0,996.2,0.0025
31071,9550.5,6519.0,996.2,0.0025
31072,3075.4,6519.0,1018.8,5e-06
31073,3098.1,6519.0,1018.8,5e-06
31074,3120.7,6519.0,1018.8,5e-06
31075,3143.4,6519.0,1018.8,1e-05
31076,3166.0,6519.0,1018.8,0.0025
31077,3188.6,6519.0,1018.8,0.0025
31078,3211.3,6519.0,1018.8,0.0025
31079,3233.9,6519.0,1018.8,0.0025
31080,3256.6,6519.0,1018.8,0.0025
31081,3279.2,6519.0,1018.8,0.0025
31082,3301.8,6519.0,1018.8,0.0025
31083,3324.5,6519.0,1018.8,0.0025
31084,3347.1,6519.0,1018.8,0.0025
31085,3369.8,6519.0,1018.8,0.001
31086,3392.4,6519.0,1018.8,0.001
31087,3415.0,6519.0,1018.8,0.001
31088,3437.7,6519.0,1018.8,0.001
31089,3460.3,6519.0,1018.8,0.001
31090,3483.0,6519.0,1018.8,1e-24
31091,3505.6,6519.0,1018.8,0.0025
31092,3528.2,6519.0,1018.8,0.0025
31093,3550.9,6519.0,1018.8,0.0025
31094,3573.5,6519.0,1018.8,0.0025
31095,3596.2,6519.0,1018.8,0.0025
31096,3618.8,6519.0,1018.8,0.0025
31097,3641.4,6519.0,1018.8,0.0025
31098,3664.1,6519.0,1018.8,0.0025
31099,3686.7,6519.0,1018.8,0.0025
31100,3709.4,6519.0,1018.8,1e-05
31101,3732.0,6519.0,1018.8,1e-05
31102,3754.6,6519.0,1018.8,1e-05
31103,3777.3,6519.0,1018.8,1e-05
31104,3799.9,6519.0,1018.8,1e-05
31105,3822.6,6519.0,1018.8,1e-05
31106,3845.2,6519.0,1018.8,1e-05
31107,3867.8,6519.0,1018.8,1e-05
31108,3890.5,6519.0,1018.8,1e-05
31109,3913.1,6519.0,1018.8,1e-05
31110,3935.8,6519.0,1018.8,1e-05
31111,3958.4,6519.0,1018.8,1e-05
31112,3981.0,6519.0,1018.8,1e-05
31113,4003.7,6519.0,1018.8,1e-05
31114,4026.3,6519.0,1018.8,1e-05
31115,4049.0,6519.0,1018.8,1e-05
31116,4071.6,6519.0,1018.8,1e-05
31117,4094.2,6519.0,1018.8,5e-05
31118,4116.9,6519.0,1018.8,5e-05
31119,4139.5,6519.0,1018.8,5e-05
31120,4162.2,6519.0,1018.8,5e-05
31121,4184.8,6519.0,1018.8,5e-05
31122,4207.4,6519.0,1018.8,5e-05
31123,4230.1,6519.0,1018.8,5e-05
31124,4252.7,6519.0,1018.8,5e-05
31125,4275.4,6519.0,1018.8,5e-05
31126,4298.0,6519.0,1018.8,5e-05
31127,4320.6,6519.0,1018.8,5e-05
31128,4343.3,6519.0,1018.8,5e-05
31129,4365.9,6519.0,1018.8,5e-05
31130,4388.6,6519.0,1018.8,1e-24
31131,4411.2,6519.0,1018.8,5e-05
31132,4433.8,6519.0,1018.8,1e-24
31133,4456.5,6519.0,1018.8,5e-05
31134,4479.1,6519.0,1018.8,5e-05
31135,4501.8,6519.0,1018.8,5e-05
31136,4524.4,6519.0,1018.8,5e-05
31137,4547.0,6519.0,1018.8,5e-05
31138,4569.7,6519.0,1018.8,5e-05
31139,4592.3,6519.0,1018.8,5e-05
31140,4615.0,6519.0,1018.8,5e-05
31141,4637.6,6519.0,1018.8,1e-24
31142,4660.2,6519.0,1018.8,5e-05
31143,4682.9,6519.0,1018.8,5e-05
31144,4705.5,6519.0,1018.8,5e-05
31145,4728.2,6519.0,1018.8,5e-05
31146,4750.8,6519.0,1018.8,5e-05
31147,4773.4,6519.0,1018.8,5e-05
31148,4796.1,6519.0,1018.8,5e-05
31149,4818.7,6519.0,1018.8,5e-05
31150,4841.4,6519.0,1018.8,5e-05
31151,4864.0,6519.0,1018.8,5e-05
31152,4886.6,6519.0,1018.8,0.0025
31153,4909.3,6519.0,1018.8,0.0025
31154,4931.9,6519.0,1018.8,1e-24
31155,4954.6,6519.0,1018.8,0.0025
31156,4977.2,6519.0,1018.8,0.0025
31157,4999.8,6519.0,1018.8,0.0025
31158,5022.5,6519.0,1018.8,0.0025
31159,5045.1,6519.0,1018.8,0.0025
31160,5067.8,6519.0,1018.8,0.0025
31161,5090.4,6519.0,1018.8,0.0025
31162,5113.0,6519.0,1018.8,0.0025
31163,5135.7,6519.0,1018.8,0.0025
31164,5158.3,6519.0,1018.8,0.0025
31165,5181.0,6519.0,1018.8,0.0025
31166,5203.6,6519.0,1018.8,0.0025
31167,5226.2,6519.0,1018.8,5e-05
31168,5248.9,6519.0,1018.8,5e-05
31169,5271.5,6519.0,1018.8,5e-05
31170,5294.2,6519.0,1018.8,5e-05
31171,5316.8,6519.0,1018.8,5e-05
31172,5339.4,6519.0,1018.8,5e-05
31173,5362.1,6519.0,1018.8,5e-05
31174,5384.7,6519.0,1018.8,5e-05
31175,5407.4,6519.0,1018.8,5e-05
31176,5430.0,6519.0,1018.8,5e-05
31177,5452.6,6519.0,1018.8,5e-05
31178,5475.3,6519.0,1018.8,5e-05
31179,5497.9,6519.0,1018.8,5e-05
31180,5520.6,6519.0,1018.8,5e-05
31181,5543.2,6519.0,1018.8,5e-05
31182,5565.8,6519.0,1018.8,5e-05
31183,5588.5,6519.0,1018.8,5e-05
31184,5611.1,6519.0,1018.8,5e-05
31185,5633.8,6519.0,1018.8,5e-05
31186,5656.4,6519.0,1018.8,5e-05
31187,5679.0,6519.0,1018.8,5e-05
31188,5701.7,6519.0,1018.8,5e-05
31189,5724.3,6519.0,1018.8,5e-05
31190,5747.0,6519.0,1018.8,5e-05
31191,5769.6,6519.0,1018.8,5e-05
31192,5792.2,6519.0,1018.8,5e-05
31193,5814.9,6519.0,1018.8,5e-05
31194,5837.5,6519.0,1018.8,5e-05
31195,5860.2,6519.0,1018.8,5e-05
31196,5882.8,6519.0,1018.8,5e-05
31197,5905.4,6519.0,1018.8,5e-05
31198,5928.1,6519.0,1018.8,5e-05
31199,5950.7,6519.0,1018.8,5e-05
31200,5973.4,6519.0,1018.8,5e-05
31201,5996.0,6519.0,1018.8,5e-05
31202,6018.6,6519.0,1018.8,5e-05
31203,6041.3,6519.0,1018.8,5e-05
31204,6063.9,6519.0,1018.8,5e-05
31205,6086.6,6519.0,1018.8,5e-05
31206,6109.2,6519.0,1018.8,5e-05
31207,6131.8,6519.0,1018.8,5e-05
31208,6154.5,6519.0,1018.8,5e-05
31209,6177.1,6519.0,1018.8,5e-05
31210,6199.8,6519.0,1018.8,5e-05
31211,6222.4,6519.0,1018.8,5e-05
31212,6245.0,6519.0,1018.8,5e-05
31213,6267.7,6519.0,1018.8,5e-05
31214,6290.3,6519.0,1018.8,5e-05
31215,6313.0,6519.0,1018.8,5e-05
31216,6335.6,6519.0,1018.8,5e-05
31217,6358.2,6519.0,1018.8,0.0001
31218,6380.9,6519.0,1018.8,0.0001
31219,6403.5,6519.0,1018.8,0.0001
31220,6426.2,6519.0,1018.8,0.0001
31221,6448.8,6519.0,1018.8,0.0001
31222,6471.4,6519.0,1018.8,0.0001
31223,6494.1,6519.0,1018.8,0.0001
31224,6516.7,6519.0,1018.8,0.0001
31225,6539.4,6519.0,1018.8,0.0001
31226,6562.0,6519.0,1018.8,0.0001
31227,6584.6,6519.0,1018.8,0.0001
31228,6607.3,6519.0,1018.8,5e-05
31229,6629.9,6519.0,1018.8,5e-05
31230,6652.6,6519.0,1018.8,5e-05
31231,6675.2,6519.0,1018.8,5e-05
31232,6697.8,6519.0,1018.8,5e-05
31233,6720.5,6519.0,1018.8,5e-05
31234,6743.1,6519.0,1018.8,5e-05
31235,6765.8,6519.0,1018.8,5e-05
31236,6788.4,6519.0,1018.8,5e-05
31237,6811.0,6519.0,1018.8,1e-24
31238,6833.7,6519.0,1018.8,5e-05
31239,6856.3,6519.0,1018.8,5e-05
31240,6879.0,6519.0,1018.8,1e-24
31241,6901.6,6519.0,1018.8,0.0025
31242,6924.2,6519.0,1018.8,0.0025
31243,6946.9,6519.0,1018.8,0.0025
31244,6969.5,6519.0,1018.8,0.0025
31245,6992.2,6519.0,1018.8,0.0025
31246,7014.8,6519.0,1018.8,0.0025
31247,7037.4,6519.0,1018.8,0.0025
31248,7060.1,6519.0,1018.8,0.0025
31249,7082.7,6519.0,1018.8,5e-05
31250,7105.4,6519.0,1018.8,5e-05
31251,7128.0,6519.0,1018.8,5e-05
31252,7150.6,6519.0,1018.8,5e-05
31253,7173.3,6519.0,1018.8,5e-05
31254,7195.9,6519.0,1018.8,5e-05
31255,7218.6,6519.0,1018.8,0.0025
31256,7241.2,6519.0,1018.8,0.0025
31257,7263.8,6519.0,1018.8,0.0025
31258,7286.5,6519.0,1018.8,0.0025
31259,7309.1,6519.0,1018.8,0.0025
31260,7331.8,6519.0,1018.8,0.0025
31261,7354.4,6519.0,1018.8,0.0025
31262,7377.0,6519.0,1018.8,0.0025
31263,7399.7,6519.0,1018.8,0.0025
31264,7422.3,6519.0,1018.8,0.0025
31265,7445.0,6519.0,1018.8,0.0025
31266,7467.6,6519.0,1018.8,0.0025
31267,7490.2,6519.0,1018.8,0.0025
31268,7512.9,6519.0,1018.8,0.0001
31269,7535.5,6519.0,1018.8,0.0001
31270,7558.2,6519.0,1018.8,0.0001
31271,7580.8,6519.0,1018.8,0.0001
31272,7603.4,6519.0,1018.8,0.0001
31273,7626.1,6519.0,1018.8,0.0001
31274,7648.7,6519.0,1018.8,0.0001
31275,7671.4,6519.0,1018.8,1e-24
31276,7694.0,6519.0,1018.8,0.0001
31277,7716.6,6519.0,1018.8,0.0001
31278,7739.3,6519.0,1018.8,0.0001
31279,7761.9,6519.0,1018.8,0.0001
31280,7784.6,6519.0,1018.8,0.0001
31281,7807.2,6519.0,1018.8,0.0001
31282,7829.8,6519.0,1018.8,0.0001
31283,7852.5,6519.0,1018.8,1e-24
31284,7875.1,6519.0,1018.8,0.0001
31285,7897.8,6519.0,1018.8,0.0001
31286,7920.4,6519.0,1018.8,0.0001
31287,7943.0,6519.0,1018.8,0.0001
31288,7965.7,6519.0,1018.8,1e-24
31289,7988.3,6519.0,1018.8,0.0001
31290,8011.0,6519.0,1018.8,0.0001
31291,8033.6,6519.0,1018.8,0.0001
31292,8056.2,6519.0,1018.8,0.0001
31293,8078.9,6519.0,1018.8,0.0001
31294,8101.5,6519.0,1018.8,0.0001
31295,8124.2,6519.0,1018.8,0.0001
31296,8146.8,6519.0,1018.8,0.0001
31297,8169.4,6519.0,1018.8,0.0001
31298,8192.1,6519.0,1018.8,0.0001
31299,8214.7,6519.0,1018.8,0.0001
31300,8237.4,6519.0,1018.8,0.0001
31301,8260.0,6519.0,1018.8,0.0001
31302,8282.6,6519.0,1018.8,0.0001
31303,8305.3,6519.0,1018.8,0.0001
31304,8327.9,6519.0,1018.8,0.0001
31305,8350.6,6519.0,1018.8,0.0001
31306,8373.2,6519.0,1018.8,0.0001
31307,8395.8,6519.0,1018.8,0.0001
31308,8418.5,6519.0,1018.8,5e-06
31309,8441.1,6519.0,1018.8,5e-06
31310,8463.8,6519.0,1018.8,5e-06
31311,8486.4,6519.0,1018.8,5e-06
31312,8509.0,6519.0,1018.8,5e-06
31313,8531.7,6519.0,1018.8,5e-06
31314,8554.3,6519.0,1018.8,5e-06
31315,8577.0,6519.0,1018.8,5e-06
31316,8599.6,6519.0,1018.8,5e-06
31317,8622.2,6519.0,1018.8,5e-06
31318,8644.9,6519.0,1018.8,5e-06
31319,8667.5,6519.0,1018.8,1e-05
31320,8690.2,6519.0,1018.8,1e-05
31321,8712.8,6519.0,1018.8,1e-05
31322,8735.4,6519.0,1018.8,1e-05
31323,8758.1,6519.0,1018.8,1e-05
31324,8780.7,6519.0,1018.8,0.0025
31325,8803.4,6519.0,1018.8,5e-05
31326,8826.0,6519.0,1018.8,5e-05
31327,8848.6,6519.0,1018.8,5e-05
31328,8871.3,6519.0,1018.8,5e-05
31329,8893.9,6519.0,1018.8,5e-05
31330,8916.6,6519.0,1018.8,5e-05
31331,8939.2,6519.0,1018.8,5e-05
31332,8961.8,6519.0,1018.8,5e-05
31333,8984.5,6519.0,1018.8,5e-05
31334,9007.1,6519.0,1018.8,5e-05
31335,9029.8,6519.0,1018.8,5e-05
31336,9052.4,6519.0,1018.8,5e-05
31337,9075.0,6519.0,1018.8,5e-05
31338,9097.7,6519.0,1018.8,5e-05
31339,9120.3,6519.0,1018.8,5e-05
31340,9143.0,6519.0,1018.8,5e-05
31341,9165.6,6519.0,1018.8,5e-05
31342,9188.2,6519.0,1018.8,5e-05
31343,9210.9,6519.0,1018.8,0.0025
31344,9233.5,6519.0,1018.8,0.0025
31345,9256.2,6519.0,1018.8,0.0025
31346,9278.8,6519.0,1018.8,0.0025
31347,9301.4,6519.0,1018.8,0.0025
31348,9324.1,6519.0,1018.8,0.0025
31349,9346.7,6519.0,1018.8,0.0025
31350,9369.4,6519.0,1018.8,0.0025
31351,9392.0,6519.0,1018.8,0.0025
31352,9414.6,6519.0,1018.8,0.0025
31353,9437.3,6519.0,1018.8,0.0025
31354,9459.9,6519.0,1018.8,0.0025
31355,9482.6,6519.0,1018.8,0.0025
31356,9505.2,6519.0,1018.8,0.0025
31357,9527.8,6519.0,1018.8,0.0025
31358,9550.5,6519.0,1018.8,0.0025
31359,3075.4,6519.0,1041.4,1e-05
31360,3098.1,6519.0,1041.4,1e-05
31361,3120.7,6519.0,1041.4,1e-05
31362,3143.4,6519.0,1041.4,1e-05
31363,3166.0,6519.0,1041.4,1e-05
