"x" "y" "z" "Facies"
3483 6519 905.6 6
3505.6 6519 905.6 6
3528.2 6519 905.6 3
3550.9 6519 905.6 3
3573.5 6519 905.6 2
3596.2 6519 905.6 2
3618.8 6519 905.6 2
3641.4 6519 905.6 3
3664.1 6519 905.6 3
3686.7 6519 905.6 3
3709.4 6519 905.6 3
3732 6519 905.6 3
3754.6 6519 905.6 3
3777.3 6519 905.6 3
3799.9 6519 905.6 3
3822.6 6519 905.6 7
3845.2 6519 905.6 7
3867.8 6519 905.6 7
3890.5 6519 905.6 6
3913.1 6519 905.6 6
3935.8 6519 905.6 6
3958.4 6519 905.6 6
3981 6519 905.6 6
4003.7 6519 905.6 2
4026.3 6519 905.6 2
4049 6519 905.6 2
4071.6 6519 905.6 2
4094.2 6519 905.6 2
4116.9 6519 905.6 2
4139.5 6519 905.6 2
4162.2 6519 905.6 2
4184.8 6519 905.6 6
4207.4 6519 905.6 6
4230.1 6519 905.6 6
4252.7 6519 905.6 6
4275.4 6519 905.6 6
4298 6519 905.6 6
4320.6 6519 905.6 6
4343.3 6519 905.6 6
4365.9 6519 905.6 6
4388.6 6519 905.6 6
4411.2 6519 905.6 6
4433.8 6519 905.6 6
4456.5 6519 905.6 6
4479.1 6519 905.6 6
4501.8 6519 905.6 6
4524.4 6519 905.6 6
4547 6519 905.6 6
4569.7 6519 905.6 6
4592.3 6519 905.6 6
4615 6519 905.6 2
4637.6 6519 905.6 2
4660.2 6519 905.6 2
4682.9 6519 905.6 2
4705.5 6519 905.6 2
4728.2 6519 905.6 2
4750.8 6519 905.6 2
4773.4 6519 905.6 2
4796.1 6519 905.6 2
4818.7 6519 905.6 2
4841.4 6519 905.6 2
4864 6519 905.6 2
4886.6 6519 905.6 2
4909.3 6519 905.6 2
4931.9 6519 905.6 2
4954.6 6519 905.6 2
4977.2 6519 905.6 2
4999.8 6519 905.6 2
5022.5 6519 905.6 2
5045.1 6519 905.6 2
5067.8 6519 905.6 2
5090.4 6519 905.6 2
5113 6519 905.6 2
5135.7 6519 905.6 2
5158.3 6519 905.6 2
5181 6519 905.6 2
5203.6 6519 905.6 2
5226.2 6519 905.6 2
5248.9 6519 905.6 2
5271.5 6519 905.6 2
5294.2 6519 905.6 2
5316.8 6519 905.6 2
5339.4 6519 905.6 2
5362.1 6519 905.6 2
5384.7 6519 905.6 2
5407.4 6519 905.6 2
5430 6519 905.6 2
5452.6 6519 905.6 2
5475.3 6519 905.6 2
5497.9 6519 905.6 2
5520.6 6519 905.6 2
5543.2 6519 905.6 2
5565.8 6519 905.6 2
5588.5 6519 905.6 2
5611.1 6519 905.6 2
5633.8 6519 905.6 6
5656.4 6519 905.6 6
5679 6519 905.6 6
5701.7 6519 905.6 6
5724.3 6519 905.6 6
5747 6519 905.6 6
5769.6 6519 905.6 6
5792.2 6519 905.6 6
5814.9 6519 905.6 6
5837.5 6519 905.6 6
5860.2 6519 905.6 6
5882.8 6519 905.6 6
5905.4 6519 905.6 6
5928.1 6519 905.6 6
5950.7 6519 905.6 6
5973.4 6519 905.6 6
5996 6519 905.6 6
6018.6 6519 905.6 6
6041.3 6519 905.6 6
6063.9 6519 905.6 6
6086.6 6519 905.6 6
6109.2 6519 905.6 6
6131.8 6519 905.6 6
6154.5 6519 905.6 6
6177.1 6519 905.6 6
6199.8 6519 905.6 6
6222.4 6519 905.6 6
6245 6519 905.6 6
6267.7 6519 905.6 6
6290.3 6519 905.6 6
6313 6519 905.6 6
6335.6 6519 905.6 6
6358.2 6519 905.6 6
6380.9 6519 905.6 6
6403.5 6519 905.6 6
6426.2 6519 905.6 6
6448.8 6519 905.6 6
6471.4 6519 905.6 6
6494.1 6519 905.6 6
6516.7 6519 905.6 6
6539.4 6519 905.6 6
6562 6519 905.6 6
6584.6 6519 905.6 6
6607.3 6519 905.6 6
6629.9 6519 905.6 6
6652.6 6519 905.6 6
6675.2 6519 905.6 6
6697.8 6519 905.6 6
6720.5 6519 905.6 8
6743.1 6519 905.6 6
6765.8 6519 905.6 6
6788.4 6519 905.6 6
6811 6519 905.6 6
6833.7 6519 905.6 6
6856.3 6519 905.6 6
6879 6519 905.6 6
6901.6 6519 905.6 6
6924.2 6519 905.6 6
6946.9 6519 905.6 2
6969.5 6519 905.6 2
6992.2 6519 905.6 2
7014.8 6519 905.6 2
7037.4 6519 905.6 2
7060.1 6519 905.6 2
7082.7 6519 905.6 2
7105.4 6519 905.6 2
7128 6519 905.6 2
7150.6 6519 905.6 2
7173.3 6519 905.6 2
7195.9 6519 905.6 6
7218.6 6519 905.6 6
7241.2 6519 905.6 6
7263.8 6519 905.6 6
7286.5 6519 905.6 6
7309.1 6519 905.6 6
7331.8 6519 905.6 6
7354.4 6519 905.6 6
7377 6519 905.6 6
7399.7 6519 905.6 6
7422.3 6519 905.6 2
7445 6519 905.6 2
7467.6 6519 905.6 2
7490.2 6519 905.6 2
7512.9 6519 905.6 2
7535.5 6519 905.6 2
7558.2 6519 905.6 2
7580.8 6519 905.6 2
7603.4 6519 905.6 2
7626.1 6519 905.6 2
7648.7 6519 905.6 2
7671.4 6519 905.6 2
7694 6519 905.6 2
7716.6 6519 905.6 2
7739.3 6519 905.6 2
7761.9 6519 905.6 2
7784.6 6519 905.6 2
7807.2 6519 905.6 6
7829.8 6519 905.6 6
7852.5 6519 905.6 2
7875.1 6519 905.6 2
7897.8 6519 905.6 2
7920.4 6519 905.6 2
7943 6519 905.6 2
7965.7 6519 905.6 2
7988.3 6519 905.6 3
8011 6519 905.6 3
8033.6 6519 905.6 3
8056.2 6519 905.6 3
8078.9 6519 905.6 3
8101.5 6519 905.6 3
8124.2 6519 905.6 3
8146.8 6519 905.6 3
8169.4 6519 905.6 3
8192.1 6519 905.6 8
8214.7 6519 905.6 3
8237.4 6519 905.6 3
8260 6519 905.6 3
8282.6 6519 905.6 3
8305.3 6519 905.6 3
8327.9 6519 905.6 3
8350.6 6519 905.6 3
8373.2 6519 905.6 3
8395.8 6519 905.6 3
8418.5 6519 905.6 3
8441.1 6519 905.6 3
8463.8 6519 905.6 3
8486.4 6519 905.6 3
8509 6519 905.6 3
8531.7 6519 905.6 3
8554.3 6519 905.6 3
8577 6519 905.6 3
8599.6 6519 905.6 3
8622.2 6519 905.6 2
8644.9 6519 905.6 2
8667.5 6519 905.6 2
8690.2 6519 905.6 2
8712.8 6519 905.6 2
8735.4 6519 905.6 2
8758.1 6519 905.6 2
8780.7 6519 905.6 2
8803.4 6519 905.6 2
8826 6519 905.6 4
8848.6 6519 905.6 4
8871.3 6519 905.6 4
8893.9 6519 905.6 4
8916.6 6519 905.6 4
8939.2 6519 905.6 4
8961.8 6519 905.6 4
8984.5 6519 905.6 4
9007.1 6519 905.6 4
9029.8 6519 905.6 4
9052.4 6519 905.6 4
9075 6519 905.6 4
9097.7 6519 905.6 4
9120.3 6519 905.6 4
9143 6519 905.6 4
9165.6 6519 905.6 4
9188.2 6519 905.6 4
9210.9 6519 905.6 4
9233.5 6519 905.6 4
9256.2 6519 905.6 4
9278.8 6519 905.6 4
9301.4 6519 905.6 4
9324.1 6519 905.6 4
9346.7 6519 905.6 4
9369.4 6519 905.6 4
9392 6519 905.6 4
9414.6 6519 905.6 4
9437.3 6519 905.6 4
9459.9 6519 905.6 4
9482.6 6519 905.6 4
9505.2 6519 905.6 4
9527.8 6519 905.6 4
9550.5 6519 905.6 4
3075.4 6519 928.2 3
3098.1 6519 928.2 3
3120.7 6519 928.2 3
3143.4 6519 928.2 3
3166 6519 928.2 3
3188.6 6519 928.2 3
3211.3 6519 928.2 3
3233.9 6519 928.2 3
3256.6 6519 928.2 3
3279.2 6519 928.2 3
3301.8 6519 928.2 3
3324.5 6519 928.2 3
3347.1 6519 928.2 3
3369.8 6519 928.2 3
3392.4 6519 928.2 3
3415 6519 928.2 3
3437.7 6519 928.2 3
3460.3 6519 928.2 3
3483 6519 928.2 3
3505.6 6519 928.2 3
3528.2 6519 928.2 2
3550.9 6519 928.2 2
3573.5 6519 928.2 3
3596.2 6519 928.2 3
3618.8 6519 928.2 3
3641.4 6519 928.2 3
3664.1 6519 928.2 3
3686.7 6519 928.2 3
3709.4 6519 928.2 3
3732 6519 928.2 3
3754.6 6519 928.2 3
3777.3 6519 928.2 7
3799.9 6519 928.2 7
3822.6 6519 928.2 6
3845.2 6519 928.2 6
3867.8 6519 928.2 6
3890.5 6519 928.2 6
3913.1 6519 928.2 2
3935.8 6519 928.2 2
3958.4 6519 928.2 2
3981 6519 928.2 2
4003.7 6519 928.2 2
4026.3 6519 928.2 2
4049 6519 928.2 2
4071.6 6519 928.2 2
4094.2 6519 928.2 2
4116.9 6519 928.2 6
4139.5 6519 928.2 6
4162.2 6519 928.2 6
4184.8 6519 928.2 6
4207.4 6519 928.2 6
4230.1 6519 928.2 6
4252.7 6519 928.2 6
4275.4 6519 928.2 6
4298 6519 928.2 6
4320.6 6519 928.2 6
4343.3 6519 928.2 6
4365.9 6519 928.2 6
4388.6 6519 928.2 6
4411.2 6519 928.2 6
4433.8 6519 928.2 6
4456.5 6519 928.2 5
4479.1 6519 928.2 5
4501.8 6519 928.2 5
4524.4 6519 928.2 5
4547 6519 928.2 5
4569.7 6519 928.2 5
4592.3 6519 928.2 2
4615 6519 928.2 2
4637.6 6519 928.2 2
4660.2 6519 928.2 2
4682.9 6519 928.2 2
4705.5 6519 928.2 7
4728.2 6519 928.2 7
4750.8 6519 928.2 7
4773.4 6519 928.2 7
4796.1 6519 928.2 7
4818.7 6519 928.2 2
4841.4 6519 928.2 2
4864 6519 928.2 2
4886.6 6519 928.2 2
4909.3 6519 928.2 2
4931.9 6519 928.2 2
4954.6 6519 928.2 2
4977.2 6519 928.2 2
4999.8 6519 928.2 2
5022.5 6519 928.2 2
5045.1 6519 928.2 2
5067.8 6519 928.2 2
5090.4 6519 928.2 2
5113 6519 928.2 2
5135.7 6519 928.2 2
5158.3 6519 928.2 2
5181 6519 928.2 2
5203.6 6519 928.2 2
5226.2 6519 928.2 2
5248.9 6519 928.2 2
5271.5 6519 928.2 2
5294.2 6519 928.2 2
5316.8 6519 928.2 2
5339.4 6519 928.2 2
5362.1 6519 928.2 2
5384.7 6519 928.2 2
5407.4 6519 928.2 2
5430 6519 928.2 2
5452.6 6519 928.2 2
5475.3 6519 928.2 2
5497.9 6519 928.2 2
5520.6 6519 928.2 2
5543.2 6519 928.2 2
5565.8 6519 928.2 2
5588.5 6519 928.2 2
5611.1 6519 928.2 2
5633.8 6519 928.2 2
5656.4 6519 928.2 2
5679 6519 928.2 2
5701.7 6519 928.2 2
5724.3 6519 928.2 2
5747 6519 928.2 2
5769.6 6519 928.2 2
5792.2 6519 928.2 2
5814.9 6519 928.2 2
5837.5 6519 928.2 2
5860.2 6519 928.2 2
5882.8 6519 928.2 2
5905.4 6519 928.2 2
5928.1 6519 928.2 2
5950.7 6519 928.2 2
5973.4 6519 928.2 8
5996 6519 928.2 2
6018.6 6519 928.2 2
6041.3 6519 928.2 2
6063.9 6519 928.2 2
6086.6 6519 928.2 2
6109.2 6519 928.2 2
6131.8 6519 928.2 2
6154.5 6519 928.2 6
6177.1 6519 928.2 6
6199.8 6519 928.2 6
6222.4 6519 928.2 6
6245 6519 928.2 6
6267.7 6519 928.2 6
6290.3 6519 928.2 6
6313 6519 928.2 6
6335.6 6519 928.2 6
6358.2 6519 928.2 6
6380.9 6519 928.2 6
6403.5 6519 928.2 6
6426.2 6519 928.2 6
6448.8 6519 928.2 6
6471.4 6519 928.2 6
6494.1 6519 928.2 6
6516.7 6519 928.2 6
6539.4 6519 928.2 6
6562 6519 928.2 2
6584.6 6519 928.2 2
6607.3 6519 928.2 2
6629.9 6519 928.2 2
6652.6 6519 928.2 2
6675.2 6519 928.2 2
6697.8 6519 928.2 2
6720.5 6519 928.2 2
6743.1 6519 928.2 2
6765.8 6519 928.2 2
6788.4 6519 928.2 2
6811 6519 928.2 2
6833.7 6519 928.2 2
6856.3 6519 928.2 2
6879 6519 928.2 2
6901.6 6519 928.2 2
6924.2 6519 928.2 2
6946.9 6519 928.2 2
6969.5 6519 928.2 2
6992.2 6519 928.2 2
7014.8 6519 928.2 2
7037.4 6519 928.2 2
7060.1 6519 928.2 2
7082.7 6519 928.2 2
7105.4 6519 928.2 2
7128 6519 928.2 2
7150.6 6519 928.2 2
7173.3 6519 928.2 2
7195.9 6519 928.2 2
7218.6 6519 928.2 2
7241.2 6519 928.2 2
7263.8 6519 928.2 2
7286.5 6519 928.2 2
7309.1 6519 928.2 2
7331.8 6519 928.2 2
7354.4 6519 928.2 2
7377 6519 928.2 2
7399.7 6519 928.2 2
7422.3 6519 928.2 2
7445 6519 928.2 2
7467.6 6519 928.2 2
7490.2 6519 928.2 2
7512.9 6519 928.2 2
7535.5 6519 928.2 2
7558.2 6519 928.2 2
7580.8 6519 928.2 2
7603.4 6519 928.2 2
7626.1 6519 928.2 2
7648.7 6519 928.2 2
7671.4 6519 928.2 2
7694 6519 928.2 2
7716.6 6519 928.2 2
7739.3 6519 928.2 2
7761.9 6519 928.2 2
7784.6 6519 928.2 2
7807.2 6519 928.2 2
7829.8 6519 928.2 2
7852.5 6519 928.2 2
7875.1 6519 928.2 2
7897.8 6519 928.2 2
7920.4 6519 928.2 8
7943 6519 928.2 2
7965.7 6519 928.2 2
7988.3 6519 928.2 2
8011 6519 928.2 2
8033.6 6519 928.2 2
8056.2 6519 928.2 2
8078.9 6519 928.2 3
8101.5 6519 928.2 3
8124.2 6519 928.2 3
8146.8 6519 928.2 3
8169.4 6519 928.2 3
8192.1 6519 928.2 3
8214.7 6519 928.2 3
8237.4 6519 928.2 3
8260 6519 928.2 3
8282.6 6519 928.2 3
8305.3 6519 928.2 3
8327.9 6519 928.2 3
8350.6 6519 928.2 3
8373.2 6519 928.2 3
8395.8 6519 928.2 3
8418.5 6519 928.2 3
8441.1 6519 928.2 3
8463.8 6519 928.2 2
8486.4 6519 928.2 2
8509 6519 928.2 2
8531.7 6519 928.2 2
8554.3 6519 928.2 2
8577 6519 928.2 2
8599.6 6519 928.2 2
8622.2 6519 928.2 8
8644.9 6519 928.2 8
8667.5 6519 928.2 2
8690.2 6519 928.2 2
8712.8 6519 928.2 2
8735.4 6519 928.2 2
8758.1 6519 928.2 4
8780.7 6519 928.2 4
8803.4 6519 928.2 4
8826 6519 928.2 4
8848.6 6519 928.2 4
8871.3 6519 928.2 4
8893.9 6519 928.2 4
8916.6 6519 928.2 7
8939.2 6519 928.2 7
8961.8 6519 928.2 7
8984.5 6519 928.2 7
9007.1 6519 928.2 7
9029.8 6519 928.2 4
9052.4 6519 928.2 4
9075 6519 928.2 4
9097.7 6519 928.2 4
9120.3 6519 928.2 4
9143 6519 928.2 4
9165.6 6519 928.2 4
9188.2 6519 928.2 4
9210.9 6519 928.2 4
9233.5 6519 928.2 4
9256.2 6519 928.2 4
9278.8 6519 928.2 4
9301.4 6519 928.2 4
9324.1 6519 928.2 7
9346.7 6519 928.2 7
9369.4 6519 928.2 7
9392 6519 928.2 7
9414.6 6519 928.2 7
9437.3 6519 928.2 7
9459.9 6519 928.2 7
9482.6 6519 928.2 7
9505.2 6519 928.2 7
9527.8 6519 928.2 7
9550.5 6519 928.2 7
3075.4 6519 950.9 3
3098.1 6519 950.9 7
3120.7 6519 950.9 7
3143.4 6519 950.9 7
3166 6519 950.9 3
3188.6 6519 950.9 3
3211.3 6519 950.9 3
3233.9 6519 950.9 3
3256.6 6519 950.9 3
3279.2 6519 950.9 3
3301.8 6519 950.9 3
3324.5 6519 950.9 3
3347.1 6519 950.9 3
3369.8 6519 950.9 2
3392.4 6519 950.9 2
3415 6519 950.9 2
3437.7 6519 950.9 3
3460.3 6519 950.9 3
3483 6519 950.9 3
3505.6 6519 950.9 3
3528.2 6519 950.9 3
3550.9 6519 950.9 3
3573.5 6519 950.9 3
3596.2 6519 950.9 3
3618.8 6519 950.9 3
3641.4 6519 950.9 3
3664.1 6519 950.9 3
3686.7 6519 950.9 3
3709.4 6519 950.9 3
3732 6519 950.9 6
3754.6 6519 950.9 6
3777.3 6519 950.9 6
3799.9 6519 950.9 2
3822.6 6519 950.9 2
3845.2 6519 950.9 2
3867.8 6519 950.9 2
3890.5 6519 950.9 2
3913.1 6519 950.9 2
3935.8 6519 950.9 2
3958.4 6519 950.9 2
3981 6519 950.9 2
4003.7 6519 950.9 2
4026.3 6519 950.9 2
4049 6519 950.9 7
4071.6 6519 950.9 6
4094.2 6519 950.9 6
4116.9 6519 950.9 6
4139.5 6519 950.9 6
4162.2 6519 950.9 6
4184.8 6519 950.9 7
4207.4 6519 950.9 7
4230.1 6519 950.9 7
4252.7 6519 950.9 7
4275.4 6519 950.9 6
4298 6519 950.9 6
4320.6 6519 950.9 6
4343.3 6519 950.9 6
4365.9 6519 950.9 6
4388.6 6519 950.9 6
4411.2 6519 950.9 5
4433.8 6519 950.9 5
4456.5 6519 950.9 2
4479.1 6519 950.9 2
4501.8 6519 950.9 2
4524.4 6519 950.9 2
4547 6519 950.9 2
4569.7 6519 950.9 2
4592.3 6519 950.9 2
4615 6519 950.9 2
4637.6 6519 950.9 7
4660.2 6519 950.9 7
4682.9 6519 950.9 7
4705.5 6519 950.9 7
4728.2 6519 950.9 7
4750.8 6519 950.9 2
4773.4 6519 950.9 2
4796.1 6519 950.9 2
4818.7 6519 950.9 2
4841.4 6519 950.9 2
4864 6519 950.9 2
4886.6 6519 950.9 2
4909.3 6519 950.9 2
4931.9 6519 950.9 2
4954.6 6519 950.9 2
4977.2 6519 950.9 2
4999.8 6519 950.9 2
5022.5 6519 950.9 2
5045.1 6519 950.9 2
5067.8 6519 950.9 2
5090.4 6519 950.9 2
5113 6519 950.9 2
5135.7 6519 950.9 2
5158.3 6519 950.9 2
5181 6519 950.9 2
5203.6 6519 950.9 2
5226.2 6519 950.9 2
5248.9 6519 950.9 2
5271.5 6519 950.9 2
5294.2 6519 950.9 2
5316.8 6519 950.9 2
5339.4 6519 950.9 2
5362.1 6519 950.9 2
5384.7 6519 950.9 2
5407.4 6519 950.9 2
5430 6519 950.9 2
5452.6 6519 950.9 2
5475.3 6519 950.9 2
5497.9 6519 950.9 2
5520.6 6519 950.9 2
5543.2 6519 950.9 2
5565.8 6519 950.9 2
5588.5 6519 950.9 2
5611.1 6519 950.9 2
5633.8 6519 950.9 2
5656.4 6519 950.9 2
5679 6519 950.9 2
5701.7 6519 950.9 2
5724.3 6519 950.9 2
5747 6519 950.9 2
5769.6 6519 950.9 2
5792.2 6519 950.9 2
5814.9 6519 950.9 2
5837.5 6519 950.9 2
5860.2 6519 950.9 2
5882.8 6519 950.9 2
5905.4 6519 950.9 2
5928.1 6519 950.9 2
5950.7 6519 950.9 2
5973.4 6519 950.9 2
5996 6519 950.9 2
6018.6 6519 950.9 2
6041.3 6519 950.9 2
6063.9 6519 950.9 2
6086.6 6519 950.9 2
6109.2 6519 950.9 2
6131.8 6519 950.9 2
6154.5 6519 950.9 2
6177.1 6519 950.9 2
6199.8 6519 950.9 2
6222.4 6519 950.9 2
6245 6519 950.9 8
6267.7 6519 950.9 2
6290.3 6519 950.9 2
6313 6519 950.9 2
6335.6 6519 950.9 2
6358.2 6519 950.9 2
6380.9 6519 950.9 2
6403.5 6519 950.9 2
6426.2 6519 950.9 2
6448.8 6519 950.9 2
6471.4 6519 950.9 2
6494.1 6519 950.9 2
6516.7 6519 950.9 2
6539.4 6519 950.9 2
6562 6519 950.9 2
6584.6 6519 950.9 2
6607.3 6519 950.9 2
6629.9 6519 950.9 2
6652.6 6519 950.9 2
6675.2 6519 950.9 2
6697.8 6519 950.9 2
6720.5 6519 950.9 2
6743.1 6519 950.9 2
6765.8 6519 950.9 2
6788.4 6519 950.9 2
6811 6519 950.9 2
6833.7 6519 950.9 2
6856.3 6519 950.9 2
6879 6519 950.9 4
6901.6 6519 950.9 4
6924.2 6519 950.9 4
6946.9 6519 950.9 4
6969.5 6519 950.9 4
6992.2 6519 950.9 4
7014.8 6519 950.9 4
7037.4 6519 950.9 4
7060.1 6519 950.9 4
7082.7 6519 950.9 5
7105.4 6519 950.9 5
7128 6519 950.9 5
7150.6 6519 950.9 5
7173.3 6519 950.9 5
7195.9 6519 950.9 2
7218.6 6519 950.9 2
7241.2 6519 950.9 2
7263.8 6519 950.9 2
7286.5 6519 950.9 2
7309.1 6519 950.9 2
7331.8 6519 950.9 2
7354.4 6519 950.9 2
7377 6519 950.9 2
7399.7 6519 950.9 2
7422.3 6519 950.9 2
7445 6519 950.9 2
7467.6 6519 950.9 2
7490.2 6519 950.9 2
7512.9 6519 950.9 2
7535.5 6519 950.9 2
7558.2 6519 950.9 2
7580.8 6519 950.9 2
7603.4 6519 950.9 2
7626.1 6519 950.9 2
7648.7 6519 950.9 2
7671.4 6519 950.9 2
7694 6519 950.9 2
7716.6 6519 950.9 2
7739.3 6519 950.9 2
7761.9 6519 950.9 2
7784.6 6519 950.9 2
7807.2 6519 950.9 2
7829.8 6519 950.9 2
7852.5 6519 950.9 2
7875.1 6519 950.9 2
7897.8 6519 950.9 2
7920.4 6519 950.9 2
7943 6519 950.9 2
7965.7 6519 950.9 2
7988.3 6519 950.9 2
8011 6519 950.9 2
8033.6 6519 950.9 2
8056.2 6519 950.9 8
8078.9 6519 950.9 2
8101.5 6519 950.9 2
8124.2 6519 950.9 2
8146.8 6519 950.9 2
8169.4 6519 950.9 2
8192.1 6519 950.9 2
8214.7 6519 950.9 2
8237.4 6519 950.9 2
8260 6519 950.9 2
8282.6 6519 950.9 2
8305.3 6519 950.9 2
8327.9 6519 950.9 2
8350.6 6519 950.9 2
8373.2 6519 950.9 2
8395.8 6519 950.9 2
8418.5 6519 950.9 2
8441.1 6519 950.9 2
8463.8 6519 950.9 2
8486.4 6519 950.9 2
8509 6519 950.9 2
8531.7 6519 950.9 2
8554.3 6519 950.9 8
8577 6519 950.9 8
8599.6 6519 950.9 2
8622.2 6519 950.9 2
8644.9 6519 950.9 2
8667.5 6519 950.9 2
8690.2 6519 950.9 2
8712.8 6519 950.9 4
8735.4 6519 950.9 4
8758.1 6519 950.9 4
8780.7 6519 950.9 4
8803.4 6519 950.9 7
8826 6519 950.9 7
8848.6 6519 950.9 7
8871.3 6519 950.9 7
8893.9 6519 950.9 7
8916.6 6519 950.9 7
8939.2 6519 950.9 7
8961.8 6519 950.9 6
8984.5 6519 950.9 6
9007.1 6519 950.9 6
9029.8 6519 950.9 6
9052.4 6519 950.9 6
9075 6519 950.9 6
9097.7 6519 950.9 6
9120.3 6519 950.9 6
9143 6519 950.9 6
9165.6 6519 950.9 6
9188.2 6519 950.9 6
9210.9 6519 950.9 6
9233.5 6519 950.9 6
9256.2 6519 950.9 6
9278.8 6519 950.9 6
9301.4 6519 950.9 6
9324.1 6519 950.9 6
9346.7 6519 950.9 6
9369.4 6519 950.9 6
9392 6519 950.9 6
9414.6 6519 950.9 6
9437.3 6519 950.9 6
9459.9 6519 950.9 6
9482.6 6519 950.9 6
9505.2 6519 950.9 6
9527.8 6519 950.9 6
9550.5 6519 950.9 6
3075.4 6519 973.5 7
3098.1 6519 973.5 3
3120.7 6519 973.5 3
3143.4 6519 973.5 3
3166 6519 973.5 3
3188.6 6519 973.5 3
3211.3 6519 973.5 3
3233.9 6519 973.5 7
3256.6 6519 973.5 7
3279.2 6519 973.5 3
3301.8 6519 973.5 2
3324.5 6519 973.5 3
3347.1 6519 973.5 2
3369.8 6519 973.5 2
3392.4 6519 973.5 2
3415 6519 973.5 2
3437.7 6519 973.5 2
3460.3 6519 973.5 3
3483 6519 973.5 3
3505.6 6519 973.5 3
3528.2 6519 973.5 3
3550.9 6519 973.5 3
3573.5 6519 973.5 3
3596.2 6519 973.5 3
3618.8 6519 973.5 3
3641.4 6519 973.5 2
3664.1 6519 973.5 2
3686.7 6519 973.5 2
3709.4 6519 973.5 2
3732 6519 973.5 2
3754.6 6519 973.5 2
3777.3 6519 973.5 2
3799.9 6519 973.5 3
3822.6 6519 973.5 3
3845.2 6519 973.5 3
3867.8 6519 973.5 2
3890.5 6519 973.5 2
3913.1 6519 973.5 2
3935.8 6519 973.5 2
3958.4 6519 973.5 2
3981 6519 973.5 6
4003.7 6519 973.5 6
4026.3 6519 973.5 6
4049 6519 973.5 6
4071.6 6519 973.5 7
4094.2 6519 973.5 7
4116.9 6519 973.5 7
4139.5 6519 973.5 7
4162.2 6519 973.5 7
4184.8 6519 973.5 6
4207.4 6519 973.5 6
4230.1 6519 973.5 6
4252.7 6519 973.5 6
4275.4 6519 973.5 6
4298 6519 973.5 7
4320.6 6519 973.5 7
4343.3 6519 973.5 7
4365.9 6519 973.5 7
4388.6 6519 973.5 7
4411.2 6519 973.5 7
4433.8 6519 973.5 7
4456.5 6519 973.5 7
4479.1 6519 973.5 7
4501.8 6519 973.5 7
4524.4 6519 973.5 7
4547 6519 973.5 7
4569.7 6519 973.5 7
4592.3 6519 973.5 7
4615 6519 973.5 2
4637.6 6519 973.5 2
4660.2 6519 973.5 2
4682.9 6519 973.5 2
4705.5 6519 973.5 2
4728.2 6519 973.5 2
4750.8 6519 973.5 2
4773.4 6519 973.5 2
4796.1 6519 973.5 2
4818.7 6519 973.5 2
4841.4 6519 973.5 2
4864 6519 973.5 2
4886.6 6519 973.5 2
4909.3 6519 973.5 2
4931.9 6519 973.5 2
4954.6 6519 973.5 2
4977.2 6519 973.5 4
4999.8 6519 973.5 4
5022.5 6519 973.5 4
5045.1 6519 973.5 4
5067.8 6519 973.5 4
5090.4 6519 973.5 4
5113 6519 973.5 4
5135.7 6519 973.5 4
5158.3 6519 973.5 8
5181 6519 973.5 4
5203.6 6519 973.5 4
5226.2 6519 973.5 4
5248.9 6519 973.5 4
5271.5 6519 973.5 4
5294.2 6519 973.5 4
5316.8 6519 973.5 4
5339.4 6519 973.5 4
5362.1 6519 973.5 4
5384.7 6519 973.5 4
5407.4 6519 973.5 4
5430 6519 973.5 4
5452.6 6519 973.5 4
5475.3 6519 973.5 4
5497.9 6519 973.5 4
5520.6 6519 973.5 4
5543.2 6519 973.5 4
5565.8 6519 973.5 4
5588.5 6519 973.5 4
5611.1 6519 973.5 4
5633.8 6519 973.5 4
5656.4 6519 973.5 4
5679 6519 973.5 4
5701.7 6519 973.5 4
5724.3 6519 973.5 4
5747 6519 973.5 4
5769.6 6519 973.5 4
5792.2 6519 973.5 2
5814.9 6519 973.5 2
5837.5 6519 973.5 2
5860.2 6519 973.5 2
5882.8 6519 973.5 2
5905.4 6519 973.5 2
5928.1 6519 973.5 2
5950.7 6519 973.5 2
5973.4 6519 973.5 2
5996 6519 973.5 2
6018.6 6519 973.5 2
6041.3 6519 973.5 2
6063.9 6519 973.5 2
6086.6 6519 973.5 2
6109.2 6519 973.5 2
6131.8 6519 973.5 2
6154.5 6519 973.5 2
6177.1 6519 973.5 2
6199.8 6519 973.5 2
6222.4 6519 973.5 2
6245 6519 973.5 2
6267.7 6519 973.5 2
6290.3 6519 973.5 2
6313 6519 973.5 2
6335.6 6519 973.5 2
6358.2 6519 973.5 2
6380.9 6519 973.5 2
6403.5 6519 973.5 2
6426.2 6519 973.5 2
6448.8 6519 973.5 2
6471.4 6519 973.5 2
6494.1 6519 973.5 2
6516.7 6519 973.5 2
6539.4 6519 973.5 2
6562 6519 973.5 2
6584.6 6519 973.5 2
6607.3 6519 973.5 2
6629.9 6519 973.5 2
6652.6 6519 973.5 2
6675.2 6519 973.5 2
6697.8 6519 973.5 2
6720.5 6519 973.5 8
6743.1 6519 973.5 4
6765.8 6519 973.5 4
6788.4 6519 973.5 4
6811 6519 973.5 4
6833.7 6519 973.5 4
6856.3 6519 973.5 4
6879 6519 973.5 4
6901.6 6519 973.5 4
6924.2 6519 973.5 4
6946.9 6519 973.5 4
6969.5 6519 973.5 4
